,,logFC,betweenness,pagerank,closeness,katz,eigenvector,eigentrust
up,ECM1,0.5033626055450195,0.0,0.0,,0.0,0.0,0.0
up,TRBV12-4,0.49945515674488483,,,,,,
up,S100A3,0.4979631692153629,0.0002668369399526952,0.07445999378569049,0.08700930339279088,0.0583985273012555,0.002288413260334505,0.09467349857006678
up,MRGPRF,0.49792460472164035,0.0,0.0,,0.0,0.0,0.0
up,LCE2A,0.4969379763503158,2.970239776847605e-05,0.17343364601572622,1.0,0.05719476338312024,8.97578261242193e-91,0.12270005776434548
up,NNMT,0.4945515753988995,0.0,0.0,,0.0,0.0,0.0
up,COL6A2,0.4921712938237788,0.0,0.0,,0.0,0.0,0.0
up,CXCL9,0.491299025881475,0.0,0.0,,0.0,0.0,0.0
up,TNFAIP6,0.48912673001756957,0.0,0.0,,0.0,0.0,0.0
up,PTCH2,0.4876283877966153,0.0,0.0,,0.0,0.0,0.0
up,TIMP1,0.4863493451981834,0.030252882207118765,0.20052821323738426,0.08098801993475634,0.17585202058678195,0.0020826827140063213,0.2635247855100092
up,S100A6,0.48603102184157376,0.0,0.0,,0.0,0.0,0.0
up,EPAS1,0.483736216947276,0.033443450888017756,0.09358582077874554,0.15104453356870767,0.09372361021803055,0.0454325146293083,0.0872259294566254
up,FOXL1,0.48362670551544396,0.0,0.0,,0.0,0.0,0.0
up,DKK1,0.48242006519452785,0.0,0.0,,0.0,0.0,0.0
up,WNT16,0.4810608985168833,0.0,0.08215414385525419,0.6397978585009506,0.028880524084546444,8.97578261242193e-91,0.11029898372571402
up,LOX,0.4801094526274775,0.0,0.08215414385525419,0.6397978585009506,0.028880524084546444,8.97578261242193e-91,0.12270005776434548
up,PDCD1LG2,0.47949159842591693,0.0,0.0,,0.0,0.0,0.0
up,IL1R1,0.4777029711012165,0.10572467414041137,0.16131924383751045,0.12436907884265012,0.11860561740632836,0.009278740691865978,0.19047902764537655
up,CDA,0.4773832965701581,0.24538582676716983,0.27527694736739394,0.1322643201671838,0.20675141342816827,0.012459334574616314,0.18517635843660601
up,C1S,0.47736634026117,0.0,0.08215414385525419,0.6397978585009506,0.028880524084546444,8.97578261242193e-91,0.13729781383277243
up,LGALS1,0.4747605749263488,0.12053660949298228,0.25397477904507315,0.12487716259738758,0.20712202982565087,0.018322119809679294,0.18732125834127744
up,CXCL12,0.474689631427209,0.0007722623419803773,0.12091153872952445,0.17266070624437108,0.05776974470299745,6.206896043769865e-57,0.10327235426354514
up,AKR1C3,0.47361796369406506,0.0,0.11258064457541153,1.0,0.02859452166738885,3.1141001626065514e-108,0.12270005776434548
up,HOXC11,0.47305443321503715,0.0,0.0,,0.0,0.0,0.0
up,C1R,0.47285812600779853,2.970239776847605e-05,0.17343364601572622,1.0,0.05719476338312024,8.97578261242193e-91,0.12270005776434548
up,CCNL1,0.46953594542585175,0.0,0.0454571998772071,0.07991519374765656,0.028889608906918607,0.0005474567066900656,0.05171591992373698
up,CD109,0.4687258398285188,0.0,0.0,,0.0,0.0,0.0
up,VIT,0.46549998292017725,0.0,0.0,,0.0,0.0,0.0
up,GPNMB,0.4652123794293399,0.0,0.0,,0.0,0.0,0.0
up,FERMT1,0.4650183409209534,0.0,0.0,,0.0,0.0,0.0
up,RCN3,0.46476770203048046,0.0,0.0,,0.0,0.0,0.0
up,GALNT5,0.46363262864238697,0.0,0.0,,0.0,0.0,0.0
up,ANXA10,0.4625446590346838,0.0,0.11258064457541153,1.0,0.02859452166738885,3.1141001626065514e-108,0.12270005776434548
up,CCL11,0.4615540571969139,0.0,0.08835749122450683,0.16498594470674932,0.05835946815812765,1.1136268701661637e-55,0.0864801015377653
up,SAA1,0.4593471324192845,0.0,0.0,,0.0,0.0,0.0
up,PTRF,0.45079900781657556,0.0,0.042177397243500434,0.09620212210704714,0.0297550107895157,0.0021274764728284774,0.028062440419447103
up,KRTAP4-12,0.45067573302561537,0.0,0.0,,0.0,0.0,0.0
up,AOX1,0.449280980370938,0.0,0.0,,0.0,0.0,0.0
up,TBX3,0.44859698490221844,0.0,0.0,,0.0,0.0,0.0
up,FXYD5,0.4475164595658848,0.0,0.0,,0.0,0.0,0.0
up,S100A16,0.4473114468445536,0.0,0.055722362027447056,0.03842652933976859,0.028886390436512865,2.4989054451946754e-06,0.03836987607244986
up,CLEC3B,0.44730112009491274,0.0,0.0,,0.0,0.0,0.0
up,BGN,0.4468359106188001,0.06332551204239095,0.11015590963038294,0.10990101146968338,0.08965225556228607,0.007427667022596212,0.07239037178265008
up,LOXL4,0.446445244188713,0.0,0.0,,0.0,0.0,0.0
up,CASP4,0.4461951698036296,0.015920485203903163,0.10148926057822885,0.0736838307421417,0.05778180058409266,0.0002776880486280298,0.05403956148713061
up,TNFRSF11B,0.44532154479831754,0.0,0.04863765867729222,0.07643975952314118,0.02917570519381618,0.0001759606290229653,0.032828884652049604
up,FCGR2A,0.44507216706637587,0.0,0.04498307183385915,0.09245818926812742,0.028910578390829667,0.0008797352033403054,0.027943279313632052
up,FOLR3,0.44280566370480545,0.0,0.0,,0.0,0.0,0.0
up,CSF3,0.4424579357291163,0.0,0.0,,0.0,0.0,0.0
up,PODN,0.4422569362921803,0.0,0.0,,0.0,0.0,0.0
up,COL1A1,0.4420277049439799,0.10368056487032268,0.1880474469060978,0.1494830481257578,0.17929085372618614,0.033861343333859574,0.15568398474737835
up,NANOGNB,0.441701756596496,0.0,0.0,,0.0,0.0,0.0
up,COPZ2,0.4413098863834616,0.0,0.0,,0.0,0.0,0.0
up,APBB1IP,0.4411741965244069,0.0,0.02677634680158238,0.10902940882146912,0.03193951398951844,0.028433980849194046,0.04820066730219258
up,TGM2,0.4411732579629116,0.0,0.04732759245432536,0.06242676504068005,0.028889437393841533,0.00012431105668011787,0.030922306959008546
up,TMEM171,0.44018616375200104,0.0,0.0,,0.0,0.0,0.0
up,BDKRB1,0.43996575057259957,0.0,0.0,,0.0,0.0,0.0
up,BDKRB2,0.43978488282560346,0.0,0.0,,0.0,0.0,0.0
up,SH2D4A,0.43965362211992953,0.0,0.0,,0.0,0.0,0.0
up,PCOLCE,0.4392911235982556,0.0,0.0,,0.0,0.0,0.0
up,APOL3,0.4388924924000206,0.0,0.0,,0.0,0.0,0.0
up,HOXA13,0.4377608509933205,0.0,0.0,,0.0,0.0,0.0
up,COL1A2,0.43314901329846933,0.04663162728610478,0.19824211076924184,0.13870032151757933,0.1783471796968743,0.02703354309181775,0.14781935176358424
up,HSPB3,0.4322590367395004,0.0,0.047703649814320334,0.07580480190580847,0.028886641883864694,0.00033126676149506897,0.051835081029552
up,SLC17A9,0.4304833554028922,0.0,0.0,,0.0,0.0,0.0
up,EHD2,0.43046207344578724,0.0,0.0,,0.0,0.0,0.0
up,IGFBP4,0.43043974236128824,0.0,0.11258064457541153,1.0,0.02859452166738885,3.1141001626065514e-108,0.12270005776434548
up,HSPB7,0.42897840254082076,0.015920485203903163,0.07651688381450975,0.12200728009606725,0.05972008713892851,0.02996511924350462,0.06381077216396569
up,EMILIN1,0.4279156989032701,0.0,0.0,,0.0,0.0,0.0
up,PRRX2,0.4278925435139317,0.0,0.0,,0.0,0.0,0.0
up,POSTN,0.42668699741530147,0.0,0.0,,0.0,0.0,0.0
up,CTSZ,0.42623156265074225,0.0,0.0,,0.0,0.0,0.0
up,SMYD1,0.424649549095917,0.0,0.0,,0.0,0.0,0.0
up,CLEC2B,0.4245490026161365,0.0,0.0,,0.0,0.0,0.0
up,THBS2,0.4237737402187267,0.0,0.0,,0.0,0.0,0.0
up,HGF,0.42315764612751494,0.016547837347887756,0.09307703887535883,0.13133135853972872,0.08960561206208384,0.042344852466746505,0.11362011439466159
up,ADAM33,0.4227354017035311,0.0,0.0,,0.0,0.0,0.0
up,UBL4B,0.4203831033661791,0.0,0.04364832347596191,0.0832697827762122,0.02975963587170316,0.00038200653445642416,0.02448760724499524
up,CCL7,0.4202677603927638,0.0,0.04365578533073172,0.18954518162713901,0.029467355402644557,7.691527994545846e-56,0.06222462537830577
up,FMOD,0.4200837367149203,0.0,0.0,,0.0,0.0,0.0
up,SQRDL,0.4200377977251085,0.0,0.0,,0.0,0.0,0.0
up,ADH1B,0.41915599482791543,0.0,0.0,,0.0,0.0,0.0
up,FBLN2,0.4187498837550063,0.0048777844663936525,0.07868047002447486,0.09061979266277188,0.059817980177098384,0.0017151092186102148,0.05058388941849368
up,GBP1,0.418746621616809,0.0,0.08259004550499253,0.09261317250433511,0.05809188679287569,0.0010188466620260886,0.0927073403241182
up,MT2A,0.4186852145144523,0.0,0.0,,0.0,0.0,0.0
up,IL15RA,0.41855221047103586,0.0,0.11258064457541153,1.0,0.02859452166738885,3.1141001626065514e-108,0.12270005776434548
up,WISP1,0.4181087896328942,0.0,0.0,,0.0,0.0,0.0
up,ADM,0.4179741903661546,0.0,0.0,,0.0,0.0,0.0
up,FAP,0.4166181119786868,0.0,0.0,,0.0,0.0,0.0
up,PSG1,0.4155215082982049,0.0002673215799162844,0.19520551542822312,0.729848393875713,0.11614658047300219,2.6075241878552124e-58,0.21214306922813347
up,MFAP5,0.4154981201913597,0.0,0.0,,0.0,0.0,0.0
up,MYOF,0.4153596036229763,0.0,0.0,,0.0,0.0,0.0
up,CSPG4,0.4139171076222611,0.0,0.0,,0.0,0.0,0.0
up,TERT,0.4107460868794942,0.0,0.0,,0.0,0.0,0.0
up,MME,0.4103095227081941,0.0,0.0,,0.0,0.0,0.0
up,MT1E,0.4102994771663532,0.0,0.0,,0.0,0.0,0.0
up,LRRC32,0.40950246439992666,0.0,0.0,,0.0,0.0,0.0
up,MMP2,0.4094841118893411,0.06375025633047982,0.12016722415466019,0.1081657452995236,0.12149928877167415,0.00727072575763102,0.14180171591992358
up,CLIC3,0.4088823498958092,0.0,0.03446784019658815,0.09122823643118143,0.02948591033043968,0.0003509167123166958,0.02442802669208772
up,MMP14,0.40862485323046593,4.950399628079341e-05,0.09300282993118787,0.06020542941087638,0.08962563920235977,0.0006649007879155559,0.10682793136320291
up,NT5E,0.4065597108990109,0.0,0.11258064457541153,1.0,0.02859452166738885,3.1141001626065514e-108,0.12270005776434548
up,NGF,0.40565359524155575,0.006248153896487311,0.06693898009452665,0.12018445784021133,0.05874914547664334,0.006827169076102159,0.05773355576739759
up,HOXA11,0.40538379109055567,0.0,0.0,,0.0,0.0,0.0
up,TMEM119,0.4048972492162306,0.0,0.0,,0.0,0.0,0.0
up,IFNWP19,0.4041570208738986,,,,,,
up,NLRP10,0.40351826360509413,0.0,0.0,,0.0,0.0,0.0
up,CTSK,0.4031867337806241,0.0,0.09347755020828034,0.013995083483772847,0.058648301624983024,1.0947555590266422e-08,0.07626310772164037
up,CCL26,0.402637211107604,0.0,0.0,,0.0,0.0,0.0
up,RTP4,0.40173781380553275,0.0,0.0,,0.0,0.0,0.0
up,SOD3,0.4001651135471799,0.0,0.08215414385525419,0.6397978585009506,0.028880524084546444,8.97578261242193e-91,0.14540685962565897
up,RP11-179A10.2,0.3997997763528358,,,,,,
up,TMCO4,0.39836633293919843,0.0,0.0,,0.0,0.0,0.0
up,TMEM173,0.39728795585405696,0.022363978510914085,0.11822466010129334,0.13487283653328958,0.12138337832698642,0.02321442018831946,0.10730457578646337
up,MYPN,0.39515741302278373,0.0,0.0,,0.0,0.0,0.0
up,TGFBR2,0.39470373400619885,0.1805923027406728,0.24931845674958264,0.16077695734768083,0.27755723237575936,0.10717800774259297,0.2915872259294567
up,LUM,0.3944595646701452,0.0,0.030898816842098626,0.1017586446276064,0.03009204823705236,0.0032476786899400586,0.024130123927550023
up,DDR2,0.39396049470906513,0.0,0.0,,0.0,0.0,0.0
up,TMEM204,0.39387142813134024,0.0,0.0,,0.0,0.0,0.0
up,ACAN,0.3935249620719614,0.0,0.042439211229758536,0.08134882249000482,0.02889646220559161,0.002370919847371282,0.043851286939942814
up,VASN,0.39284867542263,0.0,0.0,,0.0,0.0,0.0
up,LOXL2,0.39259799496515,0.0,0.0,,0.0,0.0,0.0
up,MYL9,0.392594168253118,0.006335991665754793,0.08301297264759282,0.13025318667834923,0.09216485730883761,0.03783204469879313,0.08359151572926597
up,GBP3,0.39205928080715224,0.0,0.08259004550499253,0.09261317250433511,0.05809188679287569,0.0010188466620260886,0.10033365109628216
up,GATA4,0.391088856695852,2.970239776847605e-05,0.1391225947899392,0.7838787151005704,0.08725149150651346,3.0306018941054957e-59,0.11627021493281614
up,KDELR3,0.39099588638781624,0.0,0.0,,0.0,0.0,0.0
up,RIPK3,0.39071114867159995,0.015994576643749172,0.06441186853183346,0.14045477548569713,0.061521404016315895,0.01855842357219544,0.10402764537654917
up,CREB3L1,0.3905577951409347,0.0,0.0,,0.0,0.0,0.0
up,SBSN,0.39043476559108714,0.0,0.0,,0.0,0.0,0.0
up,CPED1,0.3895169388222648,0.0,0.0,,0.0,0.0,0.0
up,FBN1,0.3881568132855635,0.0,0.0388725223215529,0.08996548906986211,0.030639310055949665,0.001642263978885543,0.023951382268827395
up,SECTM1,0.38638549577977355,0.0,0.0,,0.0,0.0,0.0
up,GREM1,0.386356432199668,0.0,0.0,,0.0,0.0,0.0
up,TCIRG1,0.3853247314950219,0.0,0.11258064457541153,1.0,0.02859452166738885,3.1141001626065514e-108,0.12270005776434548
up,PLAC9,0.38434917804448687,0.0,0.0,,0.0,0.0,0.0
up,PIEZO1,0.3836479546640972,0.0,0.0,,0.0,0.0,0.0
up,CTHRC1,0.38290345534750425,0.0,0.0,,0.0,0.0,0.0
up,HHEX,0.38277382817591155,5.94047955369521e-05,0.1520826251281875,0.729848393875713,0.05748079469232925,6.37366340504977e-84,0.167599763444674
up,SERPINE2,0.38230955870046346,0.0,0.059389705458103986,0.26797629308257714,0.02945848075094526,1.8921745268847717e-66,0.06402736357946874
up,PTGER2,0.38219796924625826,0.0,0.0,,0.0,0.0,0.0
up,SYPL2,0.38219317440886824,0.0,0.0,,0.0,0.0,0.0
up,FAM109B,0.3815159771938196,0.0,0.0,,0.0,0.0,0.0
up,TBX18,0.3813459623853278,0.0,0.0,,0.0,0.0,0.0
up,CPA4,0.3812036436011784,0.0,0.0,,0.0,0.0,0.0
up,RP11-443P15.2,0.38013564579466397,,,,,,
up,AZGP1,0.37996529516023547,0.0,0.0,,0.0,0.0,0.0
up,CAV2,0.3799330827333176,0.0,0.042177397243500434,0.09620212210704714,0.0297550107895157,0.0021274764728284774,0.02704957102001907
up,CFH,0.37957144808340515,0.0,0.04124604848102224,0.08749486459757057,0.029760114292638917,0.0012708950935940773,0.0518350810295518
up,PHLDA2,0.37933714149282816,0.0,0.0,,0.0,0.0,0.0
up,RP11-341N2.5,0.37923462563738974,,,,,,
up,HSD11B1,0.3780585788450106,0.0,0.0,,0.0,0.0,0.0
up,VDR,0.37792620128522736,0.13084293079582232,0.16336423528979932,0.16496515821760804,0.18836934369605585,0.09016527129588058,0.1793374642516683
up,ITPR3,0.377442315316434,0.015920485203903163,0.10370491165949305,0.09630993219643995,0.05835250825546012,0.00215863080951551,0.05010724499523357
up,AHNAK,0.3772141025100938,0.12117169686715504,0.254684300410535,0.15442219030842852,0.24093652085668404,0.1091069726325128,0.2556601525262155
up,FGF7,0.37600380140663003,0.0,0.0388725223215529,0.08996548906986211,0.030639310055949665,0.001642263978885543,0.025857959961868383
up,ADAMTS2,0.3757384493385616,0.0,0.0,,0.0,0.0,0.0
up,MAGEC2,0.3751202060909965,0.0,0.07307866402263555,0.45969678775142603,0.028883384397638157,3.939140617172146e-84,0.06751398997687529
up,S100A2,0.3750942453179512,0.000862238587584151,0.07445051672126131,0.09001564252871745,0.05926335576133379,0.002718777835153127,0.08943040991420403
up,XIRP1,0.37467076929230103,0.0,0.025820577207144087,0.11398970224831424,0.0313515015568,0.025953547065703186,0.02704957102001909
up,ESM1,0.37413376176773916,0.0,0.0,,0.0,0.0,0.0
up,OXTR,0.3722413909236305,0.0,0.0,,0.0,0.0,0.0
up,ALDH1A3,0.37194585042043793,0.0,0.0,,0.0,0.0,0.0
up,LAYN,0.3717104063623069,0.0,0.02677634680158238,0.10902940882146912,0.03193951398951844,0.028433980849194046,0.04790276453765492
up,PSG9,0.37167818571919287,0.0,0.048937162972582174,0.3516361453017112,0.029178231052711556,6.865640933703494e-59,0.06796574184929599
up,SAMD9L,0.37097651380326657,0.0,0.0,,0.0,0.0,0.0
up,SVEP1,0.370372109730128,0.0,0.0,,0.0,0.0,0.0
up,ABI3,0.36917783345965804,0.0,0.0,,0.0,0.0,0.0
up,MXRA8,0.3682325444872153,0.0,0.0,,0.0,0.0,0.0
up,SPOCD1,0.3670980386713988,0.0,0.0,,0.0,0.0,0.0
up,EPSTI1,0.36660470857824634,0.0,0.0,,0.0,0.0,0.0
up,CYMP,0.36650803829536105,,,,,,
up,TSLP,0.3661451345439065,0.0,0.042718334556953425,0.08783643470603585,0.028917140625670523,0.003515659881127699,0.05356291706387032
up,S100A11,0.3652537447624654,0.0,0.02917109270337918,0.11250028097871505,0.030717941620516775,0.013107580507720634,0.024547187797902763
up,ADGRE5,0.3646719208680671,0.0,0.0,,0.0,0.0,0.0
up,RAC2,0.36406415331931663,0.0338458822571786,0.16067537079668187,0.1104026768705177,0.11771312072419882,0.0027422068509040517,0.18207816968541515
up,STC2,0.36403097031713105,0.0,0.0,,0.0,0.0,0.0
up,CCL8,0.3634954622580092,0.0016633342750346587,0.13572617541939025,0.3246209846892825,0.08783534897353595,1.8365469416580016e-55,0.16167207763208985
up,TBX2,0.3633622278056512,0.0,0.0473419100545274,0.45969678775142603,0.029178201862717135,1.014280404907961e-59,0.047141075681929746
up,CSRP3,0.3630489421435751,0.0,0.0,,0.0,0.0,0.0
up,KRT81,0.36274003931746845,0.0,0.0,,0.0,0.0,0.0
up,MMP27,0.3626585542150753,0.0,0.0,,0.0,0.0,0.0
up,IGFBP7,0.36229202924348536,0.0,0.0,,0.0,0.0,0.0
up,AC023908.1,0.3620942298286456,,,,,,
up,TSPO,0.36192225030672753,0.0,0.0,,0.0,0.0,0.0
up,IL7R,0.3617684255712975,0.015920485203903163,0.08064655868004766,0.11887300140693192,0.06085641857613,0.029264206655702035,0.08168493803622494
up,HOXD11,0.3609485601601078,0.0,0.0,,0.0,0.0,0.0
up,CFB,0.35992706630121896,0.0,0.0864167026006922,0.08754357548980317,0.05865524317452975,0.0014444208067067447,0.09967826501429904
up,COL16A1,0.35933577653298177,0.0,0.0,,0.0,0.0,0.0
up,ITGA11,0.35925775155521655,0.0,0.024004713831697246,0.14232313752934778,0.034490954318421085,0.061660863176276975,0.03265014299332699
up,MXRA5,0.3590548804292065,0.0,0.0,,0.0,0.0,0.0
up,HES7,0.35884792317209435,0.0,0.0,,0.0,0.0,0.0
up,VEGFC,0.3579288642559847,0.0,0.0,,0.0,0.0,0.0
up,TBX15,0.3577070730224532,0.0,0.0,,0.0,0.0,0.0
up,EFEMP2,0.357639520370142,0.0,0.0,,0.0,0.0,0.0
up,CXCL6,0.3575070267243302,0.0006980063475591872,0.18557180803641798,0.2717652356649655,0.11587789519454628,2.189729451033945e-55,0.22417657388915846
up,PAPSS2,0.3571519340950575,0.0,0.0,,0.0,0.0,0.0
up,FOXE1,0.3556989353780883,0.0,0.0,,0.0,0.0,0.0
up,GAS6,0.3555104737126278,0.0,0.03322686775841627,0.11791757480321753,0.029312975479781844,0.015285441563187075,0.05183508102955197
up,TMBIM1,0.3550708665633857,0.0,0.0,,0.0,0.0,0.0
up,CLEC14A,0.35426834827082276,0.0,0.0,,0.0,0.0,0.0
up,EMP1,0.35324433153456647,0.0,0.0,,0.0,0.0,0.0
up,PI16,0.3529927088171616,0.0,0.0,,0.0,0.0,0.0
up,TIMP3,0.35223347621237455,0.022381746798472414,0.19857732118899965,0.08098801993475634,0.17584670408675773,0.0021655559966216455,0.17927788369876055
up,GBP2,0.3518010740037115,0.03178156561226937,0.11794128038400711,0.1255341261085246,0.08938150276988166,0.007461991485865195,0.11969733079122974
up,CCL20,0.3516222447255246,0.0010692863196651377,0.11342058255791454,0.21956202675205982,0.05777549567549567,1.5183587174017217e-56,0.10952280388925144
up,PLP2,0.3514779003833399,0.0,0.05228397206580575,0.05270063958623551,0.02888650875948162,6.972220215167668e-06,0.04885605338417531
up,FAM129B,0.35039302273207595,0.0,0.0,,0.0,0.0,0.0
up,CSF2,0.350145325324669,0.0,0.030578690502301078,0.10743169927309452,0.02955440092072692,0.011916203775939903,0.05183508102955194
up,FOSL1,0.3500563876432976,0.0,0.04261148917736787,0.09082212792677176,0.030067107542083082,0.001775531259487452,0.03753574833174453
up,RFX8,0.34988746915880986,0.0,0.0,,0.0,0.0,0.0
up,ATOH1,0.34985245591748704,0.0,0.0,,0.0,0.0,0.0
