,logFC,betweenness,pagerank,closeness,katz,hits_authority,hits_hub,eigenvector,eigentrust,inf_score
MTND4LP5,-1.59883844821217,,,,,,,,,2.5988384482121702
PLXNA2,-1.59876362457835,,,,,,,,,2.59876362457835
RPL7P29,-1.5985494494533998,,,,,,,,,2.5985494494534
RP5-874C20.8,-1.59794475386617,,,,,,,,,2.59794475386617
ANKRD20A19P,-1.59790096773337,,,,,,,,,2.59790096773337
KCNIP2,-1.59766908395297,,,,,,,,,2.5976690839529697
AC055733.1,-1.59704195716859,,,,,,,,,2.59704195716859
KCNJ12,-1.5968712183194,,,,,,,,,2.5968712183194
RP11-392A14.9,-1.59651430887175,,,,,,,,,2.59651430887175
RP11-403E24.1,-1.59616787747147,,,,,,,,,2.59616787747147
FAM81A,-1.5959352941498,,,,,,,,,2.5959352941498
AC136616.1,-1.5958419726129498,,,,,,,,,2.59584197261295
HNRNPA1P7,-1.5950038849746901,,,,,,,,,2.59500388497469
AC005255.3,-1.59499454887938,,,,,,,,,2.59499454887938
NPM1P2,-1.5941949299376699,,,,,,,,,2.59419492993767
RP11-561C5.4,-1.5939079634951698,,,,,,,,,2.5939079634951696
POLR2KP1,-1.5931589379125901,,,,,,,,,2.59315893791259
CFL1P1,-1.5929065120286598,,,,,,,,,2.5929065120286596
IQCF4,-1.59256028374935,,,,,,,,,2.59256028374935
RP11-700P18.2,-1.5923144499958302,,,,,,,,,2.59231444999583
RAG2,-1.59082354793391,,,,,,,,,2.59082354793391
CFAP44,-1.59028532895821,,,,,,,,,2.5902853289582097
MEP1B,-1.5902127178155698,,,,,,,,,2.59021271781557
CBX5P1,-1.5901349065268,,,,,,,,,2.5901349065268002
WDR72,-1.5899107829863,,,,,,,,,2.5899107829863
CTC-512J14.5,-1.58983201308175,,,,,,,,,2.5898320130817503
CH17-8C20.4,-1.58982678439502,,,,,,,,,2.58982678439502
RPL31P61,-1.5888424296145098,,,,,,,,,2.58884242961451
RP11-69M1.1,-1.58869498022199,,,,,,,,,2.58869498022199
HNRNPA3P6,-1.58851394032024,,,,,,,,,2.58851394032024
RP11-156P1.2,-1.5883956734085198,,,,,,,,,2.58839567340852
RP11-712B9.6,-1.58828392156235,,,,,,,,,2.58828392156235
RP11-93M12.1,-1.58822033608269,,,,,,,,,2.5882203360826903
GYS2,-1.5879393119210299,,,,,,,,,2.58793931192103
OR13C5,-1.58782170708532,,,,,,,,,2.58782170708532
CLEC17A,-1.58781850789197,,,,,,,,,2.5878185078919698
NPM1P38,-1.58759456965141,,,,,,,,,2.5875945696514098
SKOR2,-1.5873541512603102,,,,,,,,,2.5873541512603104
DISP2,-1.5872662808412799,,,,,,,,,2.5872662808412796
FBN3,-1.58713031786751,,,,,,,,,2.5871303178675102
OR5AO1P,-1.5868841156532298,,,,,,,,,2.5868841156532296
APOC3,-1.5863154750416002,,,,,,,,,2.5863154750416
RPL5P18,-1.58597835502175,,,,,,,,,2.58597835502175
TBC1D28,-1.58589587203324,,,,,,,,,2.58589587203324
LYZ,-1.5834484543518401,,,,,,,,,2.5834484543518403
PLEKHA3,-1.5830928929184198,,,,,,,,,2.58309289291842
GAPDHP27,-1.58295833226726,,,,,,,,,2.58295833226726
KNOP1P4,-1.58292121600761,,,,,,,,,2.58292121600761
RP11-529H22.1,-1.5823787409413501,,,,,,,,,2.5823787409413503
ENPP7P7,-1.5820946651263401,,,,,,,,,2.5820946651263403
SSXP10,-1.5812906526361001,,,,,,,,,2.5812906526361
PTCHD1,-1.58098065386184,,,,,,,,,2.58098065386184
CUBNP3,-1.58061561098354,,,,,,,,,2.58061561098354
VDAC3P1,-1.58055685204176,,,,,,,,,2.5805568520417603
RP11-641C17.1,-1.58055203888056,,,,,,,,,2.58055203888056
RP11-478B11.2,-1.5803846654911597,,,,,,,,,2.5803846654911595
SDCBP2P1,-1.5803598877502798,,,,,,,,,2.58035988775028
AC026954.6,-1.57982949857926,,,,,,,,,2.57982949857926
RP4-724P12.1,-1.5795501001291299,,,,,,,,,2.57955010012913
UHRF2P1,-1.5795131218751999,,,,,,,,,2.5795131218752
SPATS1,-1.5785742567610601,,,,,,,,,2.57857425676106
PRDM9,-1.57851176826644,,,,,,,,,2.57851176826644
BCRP8,-1.57777529720792,,,,,,,,,2.57777529720792
RP3-472M2.2,-1.57774938059373,,,,,,,,,2.5777493805937297
TRIM75P,-1.5768376322436597,,,,,,,,,2.5768376322436595
RP11-474C8.5,-1.57637863410624,,,,,,,,,2.57637863410624
CD300E,-1.5762531456153699,,,,,,,,,2.57625314561537
UQCRHP1,-1.5758598753673703,,,,,,,,,2.57585987536737
AC092573.2,-1.5757870314343998,,,,,,,,,2.5757870314344
VHLL,-1.57571729777095,,,,,,,,,2.57571729777095
FRMD5,-1.5756019914753898,,,,,,,,,2.5756019914753896
OR5AK3P,-1.57553472893036,,,,,,,,,2.57553472893036
AC026271.5,-1.5755203835774498,,,,,,,,,2.57552038357745
ORM2,-1.57535764429454,,,,,,,,,2.57535764429454
RP11-478B9.3,-1.57521509247732,,,,,,,,,2.57521509247732
CHRNA5,-1.5746964946943798,,,,,,,,,2.57469649469438
RP11-654E17.2,-1.57444150578974,,,,,,,,,2.57444150578974
FABP7P1,-1.5742609732559898,,,,,,,,,2.57426097325599
IPO5P1,-1.57405537505707,,,,,,,,,2.5740553750570703
KCNA3,-1.57376120323573,,,,,,,,,2.5737612032357298
RP11-1046B16.1,-1.5737321174762902,,,,,,,,,2.57373211747629
RP11-567O18.1,-1.57369375037715,,,,,,,,,2.57369375037715
RP11-315D16.2,-1.5736031773398,,,,,,,,,2.5736031773398
ACVR2A,-1.5723321323084,,,,,,,,,2.5723321323084
AC009502.1,-1.57216862679779,,,,,,,,,2.57216862679779
DYNLT3P2,-1.5716191928522598,,,,,,,,,2.5716191928522596
ZNF467,-1.57151111098354,,,,,,,,,2.57151111098354
SIX3,-1.5714253285880602,,,,,,,,,2.5714253285880604
SCGB2A2,-1.5712915836983201,,,,,,,,,2.5712915836983203
RPL7P11,-1.57054092614748,,,,,,,,,2.57054092614748
RP3-508D13.1,-1.5704149820207802,,,,,,,,,2.5704149820207802
VN1R2,-1.5699432305701202,,,,,,,,,2.56994323057012
RP11-460N11.2,-1.5697667287936699,,,,,,,,,2.56976672879367
FDX1P2,-1.56974966577049,,,,,,,,,2.56974966577049
CPE,-1.5697262066646698,,,,,,,,,2.5697262066646696
AC005740.4,-1.56946975792458,,,,,,,,,2.5694697579245798
GNG13,-1.56923158650017,,,,,,,,,2.56923158650017
RNF183,-1.56918836932199,,,,,,,,,2.56918836932199
CENPVP3,-1.56900746090693,,,,,,,,,2.56900746090693
RP11-398J16.1,-1.5689520429246202,,,,,,,,,2.56895204292462
GOLT1A,-1.5684353893586,,,,,,,,,2.5684353893586
NPM1P27,-1.56821747454624,,,,,,,,,2.5682174745462403
GS1-590J6.2,-1.5678440260814899,,,,,,,,,2.56784402608149
NMTRQ-TTG12-1,-1.5675272671895,,,,,,,,,2.5675272671895
IFNA21,-1.56723123297811,,,,,,,,,2.56723123297811
UBE2CP4,-1.5670397967879501,,,,,,,,,2.56703979678795
FAM171A2,-1.56703538807226,,,,,,,,,2.5670353880722603
AC005539.2,-1.56649170258787,,,,,,,,,2.5664917025878697
RP11-90D4.4,-1.5664391009613898,,,,,,,,,2.56643910096139
RPL7P34,-1.56639192211027,,,,,,,,,2.5663919221102702
SNRPEP9,-1.56630877077416,,,,,,,,,2.5663087707741603
CACNG8,-1.5650547235588,,,,,,,,,2.5650547235588
TIGD1,-1.56491851996314,,,,,,,,,2.5649185199631397
KCNMB4,-1.5646964069401201,,,,,,,,,2.5646964069401204
