,,logFC,betweenness,pagerank,closeness,katz,eigenvector,eigentrust,inf_score
up,ACAN,0.3935249620719614,0.0,0.042439211229758536,0.08134882249000482,0.02889646220559161,0.002370919847371282,0.043851286939942814,12.178739817590998
up,VASN,0.39284867542263,0.0,0.0,,0.0,0.0,0.0,4.216421942169139
up,LOXL2,0.39259799496515,0.0,0.0,,0.0,0.0,0.0,4.214369512889482
up,MYL9,0.392594168253118,0.006335991665754793,0.08301297264759282,0.13025318667834923,0.09216485730883761,0.03783204469879313,0.08359151572926597,37.51382549484067
up,GBP3,0.39205928080715224,0.0,0.08259004550499253,0.09261317250433511,0.05809188679287569,0.0010188466620260886,0.10033365109628216,22.08189457846997
up,GATA4,0.391088856695852,2.970239776847605e-05,0.1391225947899392,0.7838787151005704,0.08725149150651346,3.0306018941054957e-59,0.11627021493281614,114.39620355892605
up,KDELR3,0.39099588638781624,0.0,0.0,,0.0,0.0,0.0,4.20125235734268
up,RIPK3,0.39071114867159995,0.015994576643749172,0.06441186853183346,0.14045477548569713,0.061521404016315895,0.01855842357219544,0.10402764537654917,34.003591794445285
up,CREB3L1,0.3905577951409347,0.0,0.0,,0.0,0.0,0.0,4.197665514908692
up,SBSN,0.39043476559108714,0.0,0.0,,0.0,0.0,0.0,4.19665821879591
up,CPED1,0.3895169388222648,0.0,0.0,,0.0,0.0,0.0,4.189143574244354
up,FBN1,0.3881568132855635,0.0,0.0388725223215529,0.08996548906986211,0.030639310055949665,0.001642263978885543,0.023951382268827395,10.798056274456636
up,SECTM1,0.38638549577977355,0.0,0.0,,0.0,0.0,0.0,4.163505096268869
up,GREM1,0.386356432199668,0.0,0.0,,0.0,0.0,0.0,4.163267140173767
up,TCIRG1,0.3853247314950219,0.0,0.11258064457541153,1.0,0.02859452166738885,3.1141001626065514e-108,0.12270005776434548,103.19250616262325
up,PLAC9,0.38434917804448687,0.0,0.0,,0.0,0.0,0.0,4.146832882628443
up,PIEZO1,0.3836479546640972,0.0,0.0,,0.0,0.0,0.0,4.141091663660043
up,CTHRC1,0.38290345534750425,0.0,0.0,,0.0,0.0,0.0,4.134996125892878
up,HHEX,0.38277382817591155,5.94047955369521e-05,0.1520826251281875,0.729848393875713,0.05748079469232925,6.37366340504977e-84,0.167599763444674,118.42489420863213
up,SERPINE2,0.38230955870046346,0.0,0.059389705458103986,0.26797629308257714,0.02945848075094526,1.8921745268847717e-66,0.06402736357946874,24.66581171861157
up,PTGER2,0.38219796924625826,0.0,0.0,,0.0,0.0,0.0,4.129220006185966
up,SYPL2,0.38219317440886824,0.0,0.0,,0.0,0.0,0.0,4.129180748779348
up,FAM109B,0.3815159771938196,0.0,0.0,,0.0,0.0,0.0,4.123636242413594
up,TBX18,0.3813459623853278,0.0,0.0,,0.0,0.0,0.0,4.122244257675607
up,CPA4,0.3812036436011784,0.0,0.0,,0.0,0.0,0.0,4.121079032262468
up,RP11-443P15.2,0.38013564579466397,,,,,,,4.112334872503329
up,AZGP1,0.37996529516023547,0.0,0.0,,0.0,0.0,0.0,4.110940138213214
up,CAV2,0.3799330827333176,0.0,0.042177397243500434,0.09620212210704714,0.0297550107895157,0.0021274764728284774,0.02704957102001907,11.248182400996406
up,CFH,0.37957144808340515,0.0,0.04124604848102224,0.08749486459757057,0.029760114292638917,0.0012708950935940773,0.0518350810295518,12.661781522775152
up,PHLDA2,0.37933714149282816,0.0,0.0,,0.0,0.0,0.0,4.105797172574525
up,RP11-341N2.5,0.37923462563738974,,,,,,,4.104957830946359
up,HSD11B1,0.3780585788450106,0.0,0.0,,0.0,0.0,0.0,4.095329027428168
up,VDR,0.37792620128522736,0.13084293079582232,0.16336423528979932,0.16496515821760804,0.18836934369605585,0.09016527129588058,0.1793374642516683,287.15183200008687
up,ITPR3,0.377442315316434,0.015920485203903163,0.10370491165949305,0.09630993219643995,0.05835250825546012,0.00215863080951551,0.05010724499523357,20.46270692062779
up,AHNAK,0.3772141025100938,0.12117169686715504,0.254684300410535,0.15442219030842852,0.24093652085668404,0.1091069726325128,0.2556601525262155,507.1023864069256
up,FGF7,0.37600380140663003,0.0,0.0388725223215529,0.08996548906986211,0.030639310055949665,0.001642263978885543,0.025857959961868383,10.688458312666224
up,ADAMTS2,0.3757384493385616,0.0,0.0,,0.0,0.0,0.0,4.076333124119627
up,MAGEC2,0.3751202060909965,0.0,0.07307866402263555,0.45969678775142603,0.028883384397638157,3.939140617172146e-84,0.06751398997687529,37.234422302891446
up,S100A2,0.3750942453179512,0.000862238587584151,0.07445051672126131,0.09001564252871745,0.05926335576133379,0.002718777835153127,0.08943040991420403,20.149697775338154
up,XIRP1,0.37467076929230103,0.0,0.025820577207144087,0.11398970224831424,0.0313515015568,0.025953547065703186,0.02704957102001909,13.68092655014401
up,ESM1,0.37413376176773916,0.0,0.0,,0.0,0.0,0.0,4.063194853238182
up,OXTR,0.3722413909236305,0.0,0.0,,0.0,0.0,0.0,4.047701195027004
up,ALDH1A3,0.37194585042043793,0.0,0.0,,0.0,0.0,0.0,4.045281477159188
up,LAYN,0.3717104063623069,0.0,0.02677634680158238,0.10902940882146912,0.03193951398951844,0.028433980849194046,0.04790276453765492,15.715252084144455
up,PSG9,0.37167818571919287,0.0,0.048937162972582174,0.3516361453017112,0.029178231052711556,6.865640933703494e-59,0.06796574184929599,28.55833499117564
up,SAMD9L,0.37097651380326657,0.0,0.0,,0.0,0.0,0.0,4.037345099210442
up,SVEP1,0.370372109730128,0.0,0.0,,0.0,0.0,0.0,4.032396581767465
up,ABI3,0.36917783345965804,0.0,0.0,,0.0,0.0,0.0,4.02261852563117
up,MXRA8,0.3682325444872153,0.0,0.0,,0.0,0.0,0.0,4.014879036146105
up,SPOCD1,0.3670980386713988,0.0,0.0,,0.0,0.0,0.0,4.005590346562043
up,EPSTI1,0.36660470857824634,0.0,0.0,,0.0,0.0,0.0,4.0015512398127555
up,CYMP,0.36650803829536105,,,,,,,4.000759758414242
up,TSLP,0.3661451345439065,0.0,0.042718334556953425,0.08783643470603585,0.028917140625670523,0.003515659881127699,0.05356291706387032,12.712171234475223
