"logFC"	"logCPM"	"PValue"
"AC004692.5"	0.364250478600396	-1.80655120968771	1
"AC004754.3"	0.575111360226726	-0.449724173847212	2.33204598756036e-11
"AC004813.1"	0.078099659605073	1.68172282584076	0.177041705384745
"AC004824.1"	-2.38830764297158	0.212555146422599	2.43665271478569e-318
"AC004824.2"	-2.38830764297158	0.212555146422599	2.43665271478569e-318
"AC004837.3"	-0.355617254726214	-1.94431627727467	1.11358907068924e-06
"AC004840.8"	-0.0833025357215693	-2.11343345672238	7.82301101024317e-07
"AC004854.5"	-0.350416409587223	-2.14200872180046	3.83453293586649e-14
"AC004866.1"	0.00581137342413216	-2.29919809848708	1
"AC004866.3"	0.173490160747493	-2.29364039647938	0.0232352406259614
"AC004870.5"	-0.519275638069665	-2.18570517639409	1.52551007184468e-09
"AC004893.10"	0.127262123261196	-1.385684905112	0.116938723018803
"AC004899.3"	0.398035176677222	-2.25960932470391	0.00108434039483881
"AC004911.2"	0.0281789503731977	-2.28645794645912	1
"AC004920.2"	0.599714608289756	-2.26667121930218	1.73864803895656e-13
"AC004938.5"	-0.799261592654222	-2.15292138284443	6.22545648449473e-19
"AC004941.5"	0.186226085787078	-2.26979822115728	0.907495963673516
"AC004945.1"	0.188706587701976	-1.02538353681938	0.464316071766083
"AC004951.5"	-0.157248474090044	-0.235302749996216	9.5549247007727e-07
"AC004953.1"	-0.413201151004399	-0.0248255464016302	2.39784602690477e-12
"AC004967.7"	-0.671653595741485	0.565909168644589	1.62605735910999e-34
"AC004980.10"	-0.0381356816847287	-1.15268709915615	0.000381693595532012
"AC004980.7"	-0.161341836966307	2.2969232247698	0.00175489132105865
"AC004980.8"	0.278392385644686	-2.16436570045942	0.735192550479229
"AC004980.9"	0.998360737117485	0.681194869833541	2.65173149737191e-34
"AC004985.12"	0.164834083231777	-0.205624858145365	0.497479120167369
"AC004987.10"	2.25845016826323	-2.03887393812579	7.68232089250856e-136
"AC004987.9"	0.61028862959402	-2.16358056811856	0.00161707505931749
"AC005008.3"	-1.22821838736353	-2.21665469835859	3.04045112306045e-65
"AC005014.5"	1.47200612883899	-1.68180642997241	9.65450606015685e-48
"AC005017.2"	-0.367176677711676	-2.12724973121986	1.31448300386799e-08
"AC005019.2"	1.29993899297032	-2.00421622412053	1.17771999912888e-42
"AC005033.6"	-0.523136993635602	-2.22581253523255	1.23936015672403e-25
"AC005034.2"	0.0549868231257699	-2.29184298429247	0.678919643596041
"AC005040.3"	0.652757094114494	-2.276416701529	7.89081254995677e-13
"AC005041.11"	1.45459886267924	-2.1100665574251	1.28373966549443e-42
"AC005042.1"	0.00243674961917939	-2.30129211999757	1
"AC005042.2"	0.0150468996009063	-1.20122362852312	0.00120917003585874
"AC005042.3"	0.244601357133315	-2.2959690243889	2.61164988807991e-07
"AC005077.14"	0.0520044868494269	-0.960762144710786	0.00353016122924762
"AC005077.5"	0.46085763825779	-2.23005228887847	0.130548359891168
"AC005077.7"	0.771929685369147	-1.79977255575994	1.06360777473177e-09
"AC005077.8"	0.556751022257343	-1.61946840480484	0.0299496101685996
"AC005086.1"	0.974324047905497	-1.30430373376115	1.1060183286716e-18
"AC005086.2"	-2.11334560394976	0.480706319191987	5.16995322242005e-253
"AC005086.3"	-0.106762197625846	0.280100615608832	5.25462675794281e-06
"AC005094.2"	-0.713310557181997	-2.20659126726319	9.51359207651464e-26
"AC005102.1"	-0.236295564678202	-2.24101172531099	0.0661453151241307
"AC005105.2"	1.02433436861015	-2.07145290963643	1.52642834018365e-11
"AC005154.7"	0.510496508463703	0.682496683881832	1.99924155456923e-15
"AC005154.8"	0.707444695761076	-1.61772049160475	5.45345270420641e-10
"AC005176.1"	-0.00455682928449628	-2.29943106318689	0.219260259197337
"AC005176.2"	0.198349191839495	0.407279074494173	0.241385041978297
"AC005176.3"	0.0701483806639429	-2.29978455208926	0.50018149136261
"AC005178.1"	0.519385503098935	-2.288253541013	3.64786330668679e-11
"AC005189.6"	0.368942514069286	-2.07389389121775	0.776887270083587
"AC005229.5"	1.03830050044197	-2.1940184100156	1.72817892993933e-20
"AC005229.7"	-0.0637131714610216	-2.22791829211054	0.0826291374405599
"AC005237.2"	0.576388613835223	-2.26427522948847	0.00051469929924659
"AC005251.3"	0.800593821495096	-0.723781167118175	2.6378498131146e-38
"AC005255.3"	1.59499454887938	-1.2397760292486	1.21827480931237e-52
"AC005255.5"	0.575837920949185	-2.28377814708235	2.44886066642114e-17
"AC005255.6"	0.577916692328665	-2.27454047984299	6.25008014447916e-11
"AC005262.4"	0.179400518087452	-1.98714096652786	0.826255569746153
"AC005281.1"	0.409803429749419	-0.148572342720749	8.85859495785711e-07
"AC005300.5"	0.638953896410911	-2.12063934150737	1.97246190549373e-05
"AC005307.3"	2.53336755131024	-0.0767170171458333	0
"AC005336.4"	0.218552945146688	-2.17057158883405	0.092521685864612
"AC005336.5"	3.12377665471954	-1.77757461235902	1.23935048560085e-219
"AC005351.1"	-0.645039139790594	-2.11306096769545	6.59897060421904e-29
"AC005357.1"	0.353367523360541	-2.2921794273366	1.31664038962851e-07
"AC005363.9"	-0.0866554793693155	-0.685874944777418	1.14718595138954e-05
"AC005477.1"	6.05377044520109	0.0168816533929235	0
"AC005480.1"	0.595248233057003	0.484189835562918	3.94652019346141e-21
"AC005488.11"	0.297774249809935	-1.97255142859783	0.920453508499179
"AC005517.3"	-0.205021544780096	-0.516991268282498	1.08482934645805e-08
"AC005522.6"	-1.2601462439991	-2.06902773085988	1.19024026723894e-50
"AC005534.6"	1.73311055542254	-1.63197446537503	2.48398994481051e-85
"AC005539.2"	1.56649170258787	-2.20816118847424	8.51304906410102e-59
"AC005559.3"	1.22654081852707	-2.18573344875426	1.35679746049617e-22
"AC005588.2"	1.12749222077337	-2.25862350972785	2.69446123936428e-38
"AC005609.2"	0.357882837795243	-2.29251998843252	5.18222952429417e-07
"AC005626.3"	0.0440662967541362	-2.30007448500917	0.125272286416723
"AC005682.6"	-2.92328093799437	-0.768187717007357	4.27624938106897e-287
"AC005722.4"	0.144611759301046	-2.24849451819832	0.469004348358363
"AC005730.2"	1.61825442923609	-2.21628611969107	4.29205750669582e-66
"AC005740.3"	1.42876660534118	-2.06375482116552	8.11111167279295e-37
"AC005740.4"	1.56946975792458	-2.15745669473493	1.80648883004233e-58
"AC005741.2"	0.143418271476101	-2.292843611378	0.0421157047980106
"AC005752.10"	1.0447435752329	-0.232489817765139	4.19022556137575e-34
"AC005758.1"	1.61349833218736	-2.18440709037522	1.21077122362891e-47
"AC005776.1"	0.524903376105362	-1.68508676579264	0.28324546137192
"AC005777.3"	0.135491394576572	-2.29704233227	0.0659564636006559
"AC005779.2"	-0.427358088404811	-1.88097967314085	3.21646163932137e-15
"AC005786.3"	-0.216100288385443	-2.22413530902311	2.20748359732723e-18
"AC005794.1"	-0.906012171763666	-2.25445432590515	1.36963180881671e-62
"AC005795.1"	0.831248340919064	-1.08782336428451	7.44461743469322e-10
"AC005822.1"	4.0302497721804	0.0190715335659191	0
"AC005838.2"	-0.0398710237603652	-2.1626437436503	0.00197760348091573
"AC005943.2"	-1.48966946317561	1.98305090876814	1.4379713762758e-182
"AC006011.4"	0.299258917433082	2.0647248224224	3.27052746511752e-05
"AC006014.7"	-0.347923966421743	-1.35138798135602	1.09500060188483e-13
"AC006014.8"	0.087252910918609	-0.728477209018877	0.169291871129729
"AC006022.4"	-0.0941647265856202	-2.28273358552699	5.05980143371831e-05
"AC006026.1"	0.749546862770392	-1.88878444184616	8.0424023337335e-05
"AC006026.12"	0.427574607177888	-2.28863291683212	8.53516263247595e-09
"AC006026.9"	0.637284909847646	-2.00560245140187	0.000770049305988984
"AC006028.11"	0.660049184976962	-1.91601816253719	1.14047943314525e-05
"AC006033.22"	0.0366255459049429	-2.14199974650976	0.0101791794065953
"AC006042.8"	3.94421430091835	1.89499069364188	0
"AC006070.12"	0.0107636586653951	-2.29907646079233	0.999999999999977
"AC006077.4"	-0.284518994215684	-2.03696229552269	1.09234459806033e-18
"AC006115.6"	1.79867476144179	-2.1836294164209	8.47184921682101e-78
"AC006116.13"	1.5602433299047	-1.64675011635309	4.80899397896703e-59
"AC006116.14"	1.87835785251521	-1.94159203128825	2.05080978807956e-64
"AC006116.20"	0.733103954549537	-0.366599445776814	8.84513453521755e-20
"AC006116.22"	1.00103033573633	-1.60468346297969	9.62317289898648e-10
"AC006116.27"	0.502111480419094	0.926061652016118	2.31101804242315e-15
"AC006130.4"	0.331768504711279	-2.28285557737888	5.52682318368238e-08
"AC006133.3"	0.18500429469488	-2.2958482179981	0.00025112214253708
"AC006133.7"	0.143584823588822	-2.29753127293626	0.00395748908618681
"AC006153.3"	-0.473009009797602	-2.09733271358233	3.05274876139343e-08
"AC006160.8"	0.131109513831933	-2.29756052870089	0.0019851900769343
"AC006195.2"	0.404663797555987	-1.74739023976643	0.308025043721123
"AC006262.11"	0.245995779444105	-2.28100604361522	0.41457693307938
"AC006326.3"	-0.00906674828690116	-2.27222053138521	0.0379809279221734
"AC006328.1"	0.302136553788604	-2.29253193528821	5.56423865973801e-10
"AC006328.9"	0.154396487389785	-2.29772079414511	0.00025112214253708
"AC006335.10"	0.0395041774444411	-2.30028552250008	0.250272237043893
"AC006335.11"	0.387631003006374	-1.71841730828648	0.404086053385615
"AC006335.2"	0.0773258069376517	-2.28625977815167	1
"AC006335.6"	0.120799069683518	-2.29741038609071	0.00395748908618681
"AC006355.3"	-0.15256412841061	-1.33913472970472	1.34629752290968e-09
"AC006366.3"	0.10607328472404	-2.29937320179288	0.00395748908618681
"AC006386.1"	3.47562899753236	1.01230818699737	0
"AC006390.4"	0.0394858704357747	-2.29843658079652	0.774904031975685
"AC006427.2"	2.76024445042625	-1.96490833766749	2.6973553497301e-196
"AC006445.1"	-0.041357229356859	-2.29699330332574	0.180401732960326
"AC006445.6"	1.31198262954754	-1.22691647892556	2.23089938843315e-46
"AC006445.7"	-0.428886791850245	-1.80072806330652	2.00097861989785e-18
"AC006449.1"	-0.416783209960686	-1.0102513831313	5.15258651060058e-26
"AC006449.2"	-0.416783209960686	-1.0102513831313	5.15258651060058e-26
"AC006461.2"	0.176288047384326	-1.9729136086923	6.022146360152e-05
"AC006466.5"	2.66618958176028	-2.12572058850246	2.82734526197208e-115
"AC006483.5"	-0.362375917649558	-2.05616043665058	1.09565369996312e-13
"AC006486.9"	-1.37213206785354	0.268224452901951	5.42747369578761e-154
"AC006499.1"	0.0310033409786334	-2.24446845883756	0.119638085008012
"AC006499.2"	-0.128087125809859	-2.27710231160345	2.69170852064787e-05
"AC006499.3"	-0.273577769162169	-2.25668574723977	5.15978537236678e-10
"AC006499.4"	2.50755539211967	-2.14178162016868	1.12577585864497e-162
"AC006499.5"	-0.341154621327928	-2.25731189495775	2.94664170023559e-10
"AC006499.6"	-0.145458824188188	-2.24782891225847	0.000314120927789595
"AC006499.7"	-0.236832060333648	-2.26524334029235	5.33192977980871e-06
"AC006499.9"	0	-2.30131583133656	1
"AC006509.4"	0.0952941437902863	-2.23768170025552	5.57809398203803e-05
"AC006509.7"	-0.717415345974098	4.03189024300955	1.26238832886873e-39
"AC006538.4"	-1.04832647662187	-0.789748659668181	1.39105143797137e-86
"AC006539.2"	0.16304015694712	-1.44539088076894	0.301579719387444
"AC006539.3"	0.151963109403185	-1.73929192066793	0.129145827346041
