,betweenness,pagerank,closeness,katz,hits_authority,hits_hub,eigenvector
RYR2,2.003003503753879e-06,0.0016952847572089473,0.5,0.02268878900705249,5.650398877701922e-27,5.65039887770192e-27,1.0721894318379844e-25
CLEC10A,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
GUCA1C,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
SAA4,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
FHL5,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
FBXO40,0.0,0.0005801041310413346,0.1423841059602649,0.022471475779721393,2.2018812346251762e-08,2.2018812346251762e-08,3.011127626803495e-08
CCL4,2.503754379692349e-07,0.0014158289678566091,0.75,0.0226910363162794,5.811971103625308e-26,5.811971103625309e-26,9.975358476763675e-25
SELP,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
HBA2,3.2548806936000535e-06,0.002428529911024758,0.13247073321010475,0.023860000423866684,2.774639608868674e-05,2.7746396088686743e-05,2.7748000820663036e-05
MYH1,3.368384225479441e-05,0.0009743078919330149,0.1655119322555812,0.02271455284581625,1.0355935543883023e-06,1.0355935543883023e-06,1.0486902130294752e-06
TECRL,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
CDH5,0.0,0.0014158289678566094,1.0,0.022461833929246843,5.285956925604576e-38,5.285956925604577e-38,3.629014273160892e-36
ACE2,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
KLHL31,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
DUSP27,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
TMEM107,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
MS4A4A,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
SRL,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
CMYA5,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
TUBA3E,0.0,0.0006575406490960255,0.12278697886921759,0.02247786966187824,3.689816237100227e-05,3.689816237100227e-05,3.6898314442306324e-05
SCGN,0.0,0.0005771982538682173,0.1413543721236029,0.02247818086091314,5.1635515349691856e-08,5.163551534969185e-08,5.956585384415917e-08
SMCO1,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
AGTR2,0.0,0.0009029738027002084,0.41666666666666663,0.022466350339744524,6.615602223355777e-27,6.615602223355774e-27,1.2553412459365738e-25
NCF4,0.0,0.0010905747598013535,0.6666666666666666,0.02246408056196628,5.542727569222744e-32,5.542727569222745e-32,1.9026486352469778e-30
SPINK7,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
TBX20,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
HRC,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
NT5C1A,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
CMTM5,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
LDB3,0.003638388294049454,0.0009338283862445696,0.1669254658385093,0.02272838546179433,5.6905374618937086e-05,5.690537461893707e-05,5.691382716566123e-05
LRRC14B,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
ANKRD2,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
TPSAB1,0.0,0.0014158289678566094,1.0,0.022461833929246843,5.285956925604576e-38,5.285956925604577e-38,3.629014273160892e-36
SMYD1,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
HBA1,0.0011355619109496042,0.003177543360153007,0.1518361581920904,0.02432807693766107,7.867931398256716e-05,7.867931398256713e-05,7.868176844084043e-05
CD93,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
OR51E1,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
LY86,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
HLA-DRB5,0.0,0.0008505287138662248,0.11375661375661376,0.022707544389852195,0.0023623450531543556,0.002362345053154355,0.0023623451829834436
HBZ,1.0015017518769395e-06,0.0014699081284532418,0.12299771167048056,0.023159995141119036,1.40856621686473e-05,1.4085662168647301e-05,1.408647733490794e-05
MYL4,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
APOBEC2,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
FGL1,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
RP11-766F14.2,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
FAM69C,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
SELE,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
AQP2,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
UGT1A6,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
RNASE6,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
S100A1,0.00013945911894886384,0.0015095268196873815,0.13702995538559593,0.022939243849920726,6.684967688489805e-05,6.684967688489804e-05,6.685036847327572e-05
MARCO,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
MTRNR2L2,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
ACTA1,0.005571779784719579,0.007130882202275989,0.1959890610756609,0.02641780412003639,8.656078498718952e-07,8.656078498718952e-07,9.961460321001504e-07
AQP7,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
PDK4,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
MYBPHL,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
COX4I2,6.676678345846263e-07,0.0016098096593164942,0.7777777777777777,0.023407402623707073,8.658403661910098e-11,8.658403661910092e-11,2.5998022151293367e-10
TNNI2,9.251286528814192e-05,0.00189265328717975,0.16653756777691714,0.02344265016821393,2.2150504986751197e-07,2.2150504986751192e-07,2.7950668707670645e-07
FP325317.1,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
TUBA3D,0.0,0.0006575406490960255,0.12278697886921759,0.02247786966187824,3.689816237100227e-05,3.689816237100227e-05,3.6898314442306324e-05
KCNA5,5.007508759384698e-07,0.0020663373839671212,1.0,0.02268649720119367,5.542727569222744e-32,5.542727569222745e-32,1.9026486352469778e-30
LYVE1,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
IGLL5,0.0,0.0014158289678566094,1.0,0.022461833929246843,5.285956925604576e-38,5.285956925604577e-38,3.629014273160892e-36
FITM1,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
KCNIP2,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
FMO2,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
FABP4,0.0,0.0014158289678566094,1.0,0.022461833929246843,5.285956925604576e-38,5.285956925604577e-38,3.629014273160892e-36
LRRC53,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
MLIP,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
MRC1,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
MYOM3,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
DEFA1,0.0,0.0014158289678566091,1.0,0.0226910363162794,5.811971103625308e-26,5.811971103625309e-26,9.975358476763675e-25
VWF,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
NEBL,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
CTNNA3,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
DSC1,2.503754379692349e-07,0.0014158289678566091,0.75,0.0226910363162794,5.811971103625308e-26,5.811971103625309e-26,9.975358476763675e-25
C6ORF48,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
UGT2A3,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
CLCA4,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
FCGR3B,0.0,0.0007997659965088463,0.11280167890870935,0.022464172060494187,8.944944628029536e-11,8.944944628029534e-11,1.597573084581181e-10
C7,0.0,0.0014158289678566094,1.0,0.022461833929246843,5.285956925604576e-38,5.285956925604577e-38,3.629014273160892e-36
F5,2.003003503753879e-06,0.0016952847572089468,0.5,0.02268878900705249,5.650398877701922e-27,5.6503988777019224e-27,1.0721894318379842e-25
ASB2,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
FCER1A,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
NR0B2,0.0,0.0010905747598013535,0.6666666666666666,0.02246408056196628,5.542727569222744e-32,5.542727569222745e-32,1.9026486352469778e-30
TRIM54,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
RAMP3,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
CYBB,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
C8ORF22,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
SASH3,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
FAM25A,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
SAA2-SAA4,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
CYP2J2,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
CIDEC,5.007508759384698e-07,0.0020663373839671212,1.0,0.02268649720119367,5.542727569222744e-32,5.542727569222745e-32,1.9026486352469778e-30
HLA-DQA2,0.0,0.0009425603261456685,0.1244933410538506,0.02270522220000039,0.0004139578813322603,0.00041395788133226027,0.00041395809213197113
LPL,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
HLA-DRA,0.0020036711715884633,0.00255758666295855,0.1282051282051282,0.023857305826314245,0.0165623802069887,0.0165623802069887,0.016562380582939507
ERICH3,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
RNASE1,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
CFAP61,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
TKTL1,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
AZGP1,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
MS4A14,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
SIGLEC1,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
CPLX3,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
CDH19,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
CTSG,3.0045052556308184e-06,0.0016234754456624122,0.625,0.02269323822981485,1.0704269257041678e-26,1.0704269257041673e-26,2.03118480519476e-25
MYOT,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
PLIN4,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
SPI1,0.0,0.0007063606176513793,0.10131950989632423,0.02247321104847162,7.468630433368812e-13,7.468630433368814e-13,1.5627656892084369e-12
TUSC5,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
MAOB,0.0,0.0014158289678566094,1.0,0.022461833929246843,5.285956925604576e-38,5.285956925604577e-38,3.629014273160892e-36
MUSTN1,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
ADIPOQ,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
ACKR1,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
MPEG1,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
FCGR2C,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
GZMB,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
TXLNB,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
KBTBD13,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
DUSP26,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
ABCD2,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
UNC45B,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
RABGGTB,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
METTL12,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
UGT2B10,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
PLA2G5,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
CD3D,0.0,0.0007687406358667342,0.1109963861641714,0.022464150511714326,1.9841401649153147e-11,1.9841401649153147e-11,3.8097556802770714e-11
PLEK,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
PXDNL,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
WDR74,0.0002137997594058958,0.0021655600462778136,0.0966726618705036,0.024415596249862396,0.30757548130119666,0.30757548130119655,0.3075754812868829
NPPB,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
GZMA,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
RBFOX1,0.0,0.0014158289678566094,1.0,0.022461833929246843,5.285956925604576e-38,5.285956925604577e-38,3.629014273160892e-36
GZMH,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
PRSS42,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
LRRC39,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
ASB11,0.0,0.0002123743451803819,,0.022237215589954378,0.0,0.0,0.0
CD3E,0.00010716068745083253,0.001309096841319299,0.12478235635519443,0.02269349217662541,1.2364778727039273e-10,1.2364778727039276e-10,2.2534146815560375e-10
RGS1,0.0,0.0009935641879699512,0.5,0.02246410303056299,8.752494930615323e-30,8.752494930615321e-30,2.2952058591413395e-28
RPL3L,7.320500900624296e-07,0.0017864684357649851,0.09658580413297395,0.02419071393051382,0.3020420130588571,0.30204201305885703,0.30204201304727696
