,logFC,betweenness,pagerank,closeness,katz,hits_authority,hits_hub,eigenvector,eigentrust,inf_score
NKX2-5,11.02093479195,0.0,0.0007554359494358045,0.10233222275107091,0.02246644139733691,3.3466876289904627e-12,3.346687628990462e-12,6.729650699270899e-12,0.0001506862564925682,13.561046398421645
IGHM,11.0144759084494,,,,,,,,,12.0144759084494
SMPX,10.995682878794,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,12.265037691395937
GIMAP4,10.897977722627301,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,12.165138633115001
GPIHBP1,10.881247039133502,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,12.14803227362487
MYL7,10.8692423220209,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,12.135757998842157
CKM,10.8586619943607,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,12.1249400971978
TNNI3,10.8309990420495,4.46431328539049e-05,0.0015227516824703506,0.16589506172839505,0.023201693682642237,2.18010585006845e-07,2.1801058500684494e-07,2.6505176346305417e-07,0.0007142580788685723,14.145969973858648
TYROBP,10.827641279344098,1.5022526278154092e-06,0.002716845800077633,1.0,0.02291120541927861,1.843099215255596e-28,1.8430992152555955e-28,4.217863452887918e-27,0.0005,24.27516176772133
CTD-2587H24.4,10.8272781499152,,,,,,,,,11.8272781499152
GIMAP6,10.8173834832741,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,12.082734705521695
ASB10,10.806633674203301,0.0,0.0005758984166620398,0.1365079365079365,0.02248285195449315,5.5915584179888026e-05,5.591558417988802e-05,5.5916171860763953e-05,0.00012065346707030028,13.73187614958361
SPARCL1,10.8023544376848,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,12.067368193045416
IGHA1,10.681181748471,,,,,,,,,11.681181748471
RD3L,10.649015113727,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,11.910585739981379
PLA2G2A,10.6454167969608,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,11.90690662548586
PGAM2,10.5800489661865,0.0,0.000727785080013285,0.2727272727272727,0.022468667825473698,1.5695534701679564e-19,1.5695534701679562e-19,1.226237472002495e-18,0.0001749598715890838,15.082998587821292
REXO1L6P,10.5427833765211,,,,,,,,,11.5427833765211
PLVAP,10.491980179642802,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,11.750024694406106
LINC01330,10.455970817397699,,,,,,,,,11.455970817397699
CKMT2,10.397942773827301,0.0,0.000727785080013285,0.2727272727272727,0.022468667825473698,1.5695534701679564e-19,1.5695534701679562e-19,1.226237472002495e-18,0.0001637239165329041,14.845638733535107
LCN6,10.387137659772401,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,11.642828007826086
ADGRF5,10.3685061401399,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,11.623778130228489
FCGR3A,10.3575093732796,0.00010716068745083253,0.0013820979372003723,0.12706855791962174,0.02269564705454281,5.836408642634797e-10,5.836408642634796e-10,9.738911968846596e-10,0.00031234100999152534,13.114804871270657
C19ORF48,10.296751860359,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,11.550412657422646
MYOM2,10.287601009250901,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,11.541056330243674
TTN,10.1686728224083,0.001797639340299564,0.004880217308902719,0.18679409209383144,0.024564334313049538,1.3056050246026115e-06,1.3056050246026113e-06,1.3618318437394376e-06,0.0014081460918681315,13.690626553727057
C6,10.1647023958709,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,11.41539811298697
IGHGP,10.1505945286501,,,,,,,,,11.1505945286501
RP11-1221G12.2,10.141724607009198,,,,,,,,,11.141724607009198
GIMAP1-GIMAP5,10.130380658641899,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,11.380305704742996
TRIM63,10.120062689387,0.0,0.0009639289022000339,0.17310789049919484,0.02274703697261336,2.711074560414688e-07,2.7110745604146875e-07,3.046981144196864e-07,0.00022851035429981745,13.357692639010674
MYO18B,10.1052804410206,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,11.354641878990174
GIMAP8,10.1021183275007,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,11.351408762384981
FOLR2,10.0942016583257,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,11.343314329845978
MYBPC1,10.060119278461599,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,11.308466653571987
SLC5A1,10.0391870275169,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,11.287064383322216
MYOM1,9.98715184182934,0.0,0.0006271928095167464,0.1575091575091575,0.022482858932611455,1.602914538485779e-07,1.602914538485779e-07,1.7038589288346945e-07,0.00011281882635145265,13.013289944818716
C10ORF71,9.93425997635081,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,11.179781267354373
TNNC1,9.929399647462551,4.656161401200584e-05,0.001878654553554732,0.16153268219383923,0.023410765338094146,3.257024485486035e-07,3.2570244854860344e-07,3.66119357877349e-07,0.0010211148403568983,13.030369976197708
SLN,9.922202501425359,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,11.167453050118391
HBB,9.916201334105551,0.00011221101933124586,0.001798636948903491,0.1396103896103896,0.023425866229018107,7.307486312231694e-05,7.307486312231693e-05,7.307655101424364e-05,0.0011005058663078936,12.77280784449549
HMGCS2,9.90653456083058,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,11.151433296688495
ACTN2,9.864795339179269,0.00411459980911374,0.00421094100895189,0.17901748542880933,0.02455335077293906,8.183576221713195e-06,8.183576221713193e-06,8.227284331848003e-06,0.0019111300260183529,13.259418757911455
GIMAP5,9.86330224603929,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,11.107230229988653
RP11-96A1.4,9.80218744065743,,,,,,,,,10.80218744065743
MYOZ2,9.79605383497239,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,11.03847180208122
HCG22,9.711095895436321,,,,,,,,,10.711095895436321
XIRP1,9.67112735882277,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,10.910740187790463
CCL21,9.664906717431,1.5022526278154092e-06,0.0015050181849503481,0.6666666666666666,0.022691036774868154,2.4467937728280743e-24,2.446793772828072e-24,3.42595815496252e-23,0.0005271398747390343,18.21515688857146
LMAN1L,9.657909445631711,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,10.897225475445362
TNNI3K,9.626337187823651,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,10.864944284292594
POPDC2,9.62320466869978,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,10.861741426605247
C11ORF21,9.59455758538722,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,10.832451092730365
CCL19,9.571691797538561,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,10.809071869334668
UGT2B4,9.55529971714156,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,10.792311716041102
TNNT2,9.53150804695743,6.749009027926254e-06,0.0011777539259471242,0.1582045621780721,0.022940080415019704,2.5394226605395195e-07,2.539422660539519e-07,2.788095304637369e-07,0.0003833750858424364,12.497034249317393
NPY6R,9.528194668457939,,,,,,,,,10.528194668457939
MNDA,9.482123148391679,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,10.71749201774523
CCL18,9.47335416018317,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,10.708526127934745
SLC26A9,9.4606775229196,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,10.695564845495985
MYZAP,9.43255324860346,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,10.666809059934131
S100A12,9.431783379889929,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,10.666021904347884
DES,9.41011985791726,5.007508759384698e-07,0.002066337383967121,1.0,0.02268649720119367,5.542727569222744e-32,5.542727569222744e-32,1.9026486352469778e-30,0.0005,21.347254653340926
RNASE2,9.40927819430323,0.0,0.0008705338301977701,0.5,0.0224708456328392,1.2013707835322966e-23,1.2013707835322952e-23,1.5752041464882601e-22,0.00036560247167868247,15.98451493592978
PEBP4,9.40709939671346,0.0,0.0014158289678566091,1.0,0.022461833929246843,5.285956925604576e-38,5.285956925604576e-38,3.629014273160892e-36,0.0005,21.322511078812028
HPR,9.36141042281247,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,10.594068770897195
C10ORF128,9.34743322212574,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,10.579777721777681
RYR2,9.328029412595212,2.003003503753879e-06,0.001695284757208947,0.5,0.02268878900705249,5.650398877701924e-27,5.6503988777019224e-27,1.0721894318379846e-25,0.0003158908507223103,15.875444263179778
CLEC10A,9.309580142529391,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,10.541074677301125
GUCA1C,9.28172497658514,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,10.512594042754651
SAA4,9.149290932839278,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,10.37718628359836
FHL5,9.147061296765381,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,10.37490658257919
FBXO40,9.143256611930571,0.0,0.0005801041310413345,0.1423841059602649,0.022471475779721393,2.2018812346251762e-08,2.201881234625176e-08,3.011127626803495e-08,0.00014285161577371456,11.856450608693093
CCL4,9.13725944521012,2.503754379692349e-07,0.0014158289678566091,0.75,0.0226910363162794,5.811971103625308e-26,5.811971103625308e-26,9.975358476763675e-25,0.0005556581986143191,18.178534661808275
SELP,9.134922850280189,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,10.362495575622757
HBA2,9.07614623335882,3.2548806936000535e-06,0.002428529911024758,0.13247073321010475,0.023860000423866684,2.7746396088686743e-05,2.774639608868674e-05,2.7748000820663036e-05,0.0015940882315954872,11.73126271360481
MYH1,9.074928300891651,3.36838422547944e-05,0.0009743078919330149,0.1655119322555812,0.02271455284581625,1.0355935543883023e-06,1.0355935543883021e-06,1.0486902130294752e-06,0.00037057850600164585,12.025771521504934
TECRL,9.06916945473173,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,10.295265732779479
CDH5,9.0230515241795,0.0,0.0014158289678566091,1.0,0.022461833929246843,5.285956925604576e-38,5.285956925604576e-38,3.629014273160892e-36,0.0005,20.53565734514964
ACE2,9.01149632158933,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,10.236297589079808
KLHL31,9.009344143519641,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,10.234097085331078
HLA-DRB4,9.00786298435276,,,,,,,,,10.00786298435276
DUSP27,8.980137333968962,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,10.204234456950182
TMEM107,8.97282208409712,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,10.19675494817134
MS4A4A,8.94177769756801,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,10.165013481284209
SRL,8.926932458482561,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,10.149834902560467
CMYA5,8.916727296925721,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,10.139400591116413
TUBA3E,8.90542197333735,0.0,0.0006575406490960254,0.12278697886921759,0.02247786966187824,3.689816237100227e-05,3.689816237100227e-05,3.6898314442306324e-05,0.0001898594600868136,11.382568129348858
RP11-415I12.2,8.89816789993736,,,,,,,,,9.89816789993736
SCGN,8.881627723184561,0.0,0.0005771982538682173,0.1413543721236029,0.02247818086091314,5.1635515349691856e-08,5.163551534969185e-08,5.956585384415916e-08,0.00015329780339884888,11.540384746638573
SMCO1,8.86099591775097,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,10.082417802134872
AGTR2,8.860258492522581,0.0,0.0009029738027002083,0.41666666666666663,0.022466350339744524,6.615602223355781e-27,6.615602223355777e-27,1.2553412459365738e-25,0.000517374517374518,14.302818061691946
NCF4,8.79633664064628,0.0,0.0010905747598013535,0.6666666666666666,0.02246408056196628,5.542727569222744e-32,5.542727569222744e-32,1.9026486352469778e-30,0.0005,16.72056605785264
SPINK7,8.79076892594731,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,10.01061391150786
TBX20,8.786109772821849,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,10.005850140301906
HRC,8.77922724483509,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,9.998813069880603
NT5C1A,8.77467946945158,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,9.994163177327229
CMTM5,8.75442050216156,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,9.973449308853755
LDB3,8.75298817822052,0.0036383882940494525,0.0009338283862445695,0.1669254658385093,0.02272838546179433,5.690537461893708e-05,5.690537461893707e-05,5.691382716566123e-05,0.0003235706616885371,11.698721482961131
LRRC14B,8.73951365180563,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,9.958207735420807
ANKRD2,8.73800449906968,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,9.95666469569764
TPSAB1,8.72475027252965,0.0,0.0014158289678566091,1.0,0.022461833929246843,5.285956925604576e-38,5.285956925604576e-38,3.629014273160892e-36,0.0005,19.924484961696088
SMYD1,8.66660328231657,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,9.88366021370716
HBA1,8.64543851050789,0.0011355619109496044,0.0031775433601530065,0.1518361581920904,0.02432807693766107,7.867931398256714e-05,7.867931398256713e-05,7.868176844084043e-05,0.0018398347954767715,11.453105322786667
CD93,8.62838380782565,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,9.844582547190551
OR51E1,8.620844279631031,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,9.836873724073378
LY86,8.565334091802889,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,9.780117093138076
HLA-DRB5,8.553902726328209,0.0,0.0008505287138662248,0.11375661375661376,0.022707544389852195,0.002362345053154355,0.0023623450531543547,0.0023623451829834436,0.0004384787255650019,10.973784098515193
HBZ,8.54669378401852,1.0015017518769395e-06,0.0014699081284532418,0.12299771167048056,0.023159995141119036,1.4085662168647301e-05,1.4085662168647298e-05,1.408647733490794e-05,0.0009022894561209713,10.99572295844523
MYL4,8.542854962847281,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,9.757133210795066
APOBEC2,8.53568936395841,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,9.749806713309141
FGL1,8.531719413392661,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,9.745747620232585
RP11-766F14.2,8.5128970504733,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,9.726502614093317
FAM69C,8.50577345678678,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,9.719219065007685
SELE,8.48685239768558,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,9.699873146531663
IGHD,8.47395024875415,,,,,,,,,9.47395024875415
AQP2,8.442055315689998,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,9.65407017685566
RP11-403I13.4,8.43237780174968,,,,,,,,,9.43237780174968
UGT1A6,8.425956916021661,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,9.637610298689628
RNASE6,8.397969337167691,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,9.608994277992574
S100A1,8.39167526849014,0.00013945911894886384,0.0015095268196873815,0.13702995538559593,0.022939243849920726,6.684967688489804e-05,6.684967688489804e-05,6.685036847327572e-05,0.0005941269211795077,10.950287089469512
MARCO,8.37057524832584,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,9.580985073717866
MTRNR2L2,8.3631797877966,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,9.573423553206458
ACTA1,8.36004448575447,0.005571779784719579,0.007130882202275989,0.1959890610756609,0.02641780412003639,8.656078498718953e-07,8.656078498718952e-07,9.961460321001504e-07,0.0028251714432176306,11.66956582037598
AQP7,8.34135108170312,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,9.55110469852381
PDK4,8.29991588150786,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,9.508739099392825
MYBPHL,8.29365754738552,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,9.502340238680063
COX4I2,8.2730722142828,6.676678345846263e-07,0.0016098096593164942,0.7777777777777777,0.023407402623707073,8.658403661910097e-11,8.65840366191009e-11,2.5998022151293383e-10,0.0005384085428866695,16.907612800356613
IGKV3-20,8.2679412512922,,,,,,,,,9.2679412512922
TNNI2,8.25597708526222,9.251286528814192e-05,0.00189265328717975,0.16653756777691714,0.02344265016821393,2.21505049867512e-07,2.2150504986751192e-07,2.7950668707670645e-07,0.0008153249441417489,11.08154056214316
RP11-701H24.9,8.24978561008018,,,,,,,,,9.24978561008018
FP325317.1,8.246284872194659,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,9.453903842634173
TUBA3D,8.2218627761711,0.0,0.0006575406490960254,0.12278697886921759,0.02247786966187824,3.689816237100227e-05,3.689816237100227e-05,3.6898314442306324e-05,0.0001898594600868136,10.597073159711902
KCNA5,8.21520387621643,5.007508759384698e-07,0.002066337383967121,1.0,0.02268649720119367,5.542727569222744e-32,5.542727569222744e-32,1.9026486352469778e-30,0.0005,18.896929767665892
LYVE1,8.19493025002305,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,9.401396087725477
AL365273.1,8.174625779171151,,,,,,,,,9.174625779171151
IGLL5,8.17455118402031,0.0,0.0014158289678566091,1.0,0.022461833929246843,5.285956925604576e-38,5.285956925604576e-38,3.629014273160892e-36,0.0005,18.797213498910068
FITM1,8.16734826642277,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,9.373194769644707
KCNIP2,8.159876641229829,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,9.365555374244433
FMO2,8.14648466460317,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,9.351862689988947
UBE2L2,8.13518553500505,,,,,,,,,9.13518553500505
FABP4,8.127606811111749,0.0,0.0014158289678566091,1.0,0.022461833929246843,5.285956925604576e-38,5.285956925604576e-38,3.629014273160892e-36,0.0005,18.701031856622034
LRRC53,8.11797098852114,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,9.322708758912244
MLIP,8.1062661408597,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,9.310741086943073
RP11-574E24.3,8.084969773546831,,,,,,,,,9.084969773546831
MRC1,8.07866911112113,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,9.282524384873323
MYOM3,8.07355579425275,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,9.277296251989817
RP11-1081M5.3,8.05818537073315,,,,,,,,,9.05818537073315
DEFA1,8.03885152901597,0.0,0.0014158289678566091,1.0,0.0226910363162794,5.811971103625308e-26,5.811971103625308e-26,9.975358476763675e-25,0.0005090361445783132,18.52350492211501
VWF,8.02014901482597,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,9.222690260045539
NEBL,8.017936996779751,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,9.220428572654745
CTNNA3,8.01579602654047,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,9.218239528400554
DSC1,8.01478668412707,2.503754379692349e-07,0.0014158289678566091,0.75,0.0226910363162794,5.811971103625308e-26,5.811971103625308e-26,9.975358476763675e-25,0.0005,16.16477284968991
C6ORF48,7.996399076789941,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,9.198407033477826
PPP1R2P1,7.983558902539519,,,,,,,,,8.983558902539519
UGT2A3,7.97141001713545,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,9.17285686166754
CLCA4,7.951700581011491,0.0,0.00021237434518038187,,0.022237215589954378,0.0,0.0,0.0,0.0,9.152704863704683
FCGR3B,7.94346322761822,0.0,0.0007997659965088463,0.11280167890870935,0.022464172060494187,8.944944628029536e-11,8.944944628029534e-11,1.5975730845811808e-10,0.00017810749900854536,10.185823262235678
DPP3P2,7.921159757524201,,,,,,,,,8.921159757524201
