,logFC,betweenness,pagerank,closeness,katz,hits_authority,hits_hub,eigenvector,eigentrust,inf_score
ADAM19,1.76415043934582,,,,,,,,,2.76415043934582
TXNDC11,1.76390324071625,,,,,,,,,2.76390324071625
SHARPIN,1.76385149931344,,,,,,,,,2.76385149931344
RPS12P24,1.76256910700311,,,,,,,,,2.76256910700311
ALDOA,1.7624231967137598,,,,,,,,,2.76242319671376
SLC7A5P2,1.76198187974563,,,,,,,,,2.7619818797456297
LRRN4,1.76189085827733,,,,,,,,,2.7618908582773303
ERFE,1.76138618741507,,,,,,,,,2.76138618741507
SLC39A4,1.7612780726630903,,,,,,,,,2.7612780726630906
NCOR2,1.7605881534101102,,,,,,,,,2.76058815341011
AC234582.2,1.75967536921897,,,,,,,,,2.7596753692189697
CABLES1,1.75952794568525,,,,,,,,,2.75952794568525
NAGS,1.75938250070236,,,,,,,,,2.75938250070236
TNFRSF1B,1.75883276546777,,,,,,,,,2.75883276546777
SP140,1.75874418194915,,,,,,,,,2.75874418194915
PPP2R5A,1.7584916769490901,,,,,,,,,2.75849167694909
CDIPT,1.7583474725682802,,,,,,,,,2.75834747256828
ZDHHC5,1.7582727547773,,,,,,,,,2.7582727547773
RAB20,1.7581478377819197,,,,,,,,,2.7581478377819195
FKBP1C,1.75813353877897,,,,,,,,,2.75813353877897
STEAP4,1.7577790272951799,,,,,,,,,2.7577790272951797
RP11-564A8.4,1.75702965523405,,,,,,,,,2.7570296552340503
TRANK1,1.75700159149019,,,,,,,,,2.75700159149019
SLC12A8,1.75646083935622,,,,,,,,,2.7564608393562198
SLC9A9,1.75633421027578,,,,,,,,,2.7563342102757797
CALCOCO2,1.75561543703033,,,,,,,,,2.75561543703033
SLC20A2,1.7555112779863997,,,,,,,,,2.7555112779863995
NOL6,1.7553955155683,,,,,,,,,2.7553955155683
LMAN2,1.75529650990687,,,,,,,,,2.75529650990687
DLL4,1.75501286335452,,,,,,,,,2.75501286335452
RP11-958N24.1,1.75406204481046,,,,,,,,,2.75406204481046
SPPL2A,1.7538945743741599,,,,,,,,,2.7538945743741596
KRT19P1,1.7537009442352098,,,,,,,,,2.75370094423521
SDC1,1.75342637243038,,,,,,,,,2.75342637243038
PKN1,1.75313061225124,,,,,,,,,2.75313061225124
GINM1,1.7511160327761102,,,,,,,,,2.7511160327761104
PLA2G15,1.75066818321923,,,,,,,,,2.75066818321923
FAM65A,1.75034226686079,,,,,,,,,2.75034226686079
ARPC5,1.75032203179899,,,,,,,,,2.75032203179899
UNC45A,1.7499211987540502,,,,,,,,,2.74992119875405
RP11-529A4.7,1.74956220432524,,,,,,,,,2.74956220432524
GRPR,1.74914470643091,,,,,,,,,2.74914470643091
CLPTM1,1.7485031851183999,,,,,,,,,2.7485031851184
C1ORF198,1.7476816723676398,,,,,,,,,2.74768167236764
NFE2L2,1.7464095835926599,,,,,,,,,2.74640958359266
NDEL1,1.7463965296214097,,,,,,,,,2.7463965296214097
RP11-415I12.2,1.74621651675889,,,,,,,,,2.74621651675889
