,betweenness,pagerank,closeness,katz,hits_authority,hits_hub,eigenvector
CBLC,0.00047114050888201535,0.0009533830040425206,0.23167469234884963,0.022732823093449837,4.270429043654158e-05,4.270429043654158e-05,4.270491382303133e-05
FOXD1,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
LECT1,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
MARCH4,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
ISL2,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
IL11,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
FOXF2,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
CPNE7,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
HOXC6,6.259385949230872e-08,0.00129350538191003,0.14564413050790448,0.024168595915460136,4.341481833585516e-06,4.341481833585515e-06,4.3420248484742085e-06
KRTAP4-12,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
PADI3,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
IVL,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
IFNE,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
TRPA1,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
INA,0.0,0.0009037034474263843,0.10992637725310994,0.022420720335144157,3.3172520381947257e-12,3.3172520381947253e-12,3.320269100592575e-12
DNMT3B,0.0002256469434502896,0.0010876650515433764,0.2079731027857829,0.02491048297035274,0.07179505046338383,0.07179505046338382,0.07179504935011344
POU5F1,2.2533789417231138e-06,0.001488624572942347,0.6363636363636364,0.022644813315671825,1.2021708111791124e-25,1.2021708111791124e-25,8.728685537946232e-24
PLPP4,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
CCKBR,0.0,0.0011932462263587946,1.0,0.022185256557473998,3.3520905268548605e-37,3.3520905268548605e-37,1.8559318684700406e-34
GDF5,5.007508759384698e-07,0.0017414834948260823,1.0,0.022407153502437733,2.7460325595995017e-33,2.7460325595995017e-33,7.601896933253286e-31
TMEM200A,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
CAPN12,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
WNT5A,1.902853328566185e-05,0.003850355147057754,0.7142857142857142,0.023526277818980208,7.726769857561052e-25,7.726769857561055e-25,4.990511748171076e-23
TFAP2A,0.0,0.0006581507680654437,0.1429042904290429,0.022187500090431175,1.1274774053264778e-08,1.1274774053264783e-08,1.1275526212921664e-08
CYP2S1,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
USP44,0.0,0.00024925399778414747,0.1733386709367494,0.022233489644465827,0.005733906472334531,0.005733906472334531,0.005733906212236718
DPPA5,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
BEND4,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
THY1,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
TDGF1,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
CPA4,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
OVOL2,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
FOXH1,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
MAGEA6,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
PTPRN,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
UGT3A2,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
RGS7,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
ZNF804A,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
SIM1,0.0,0.0008014656270185808,0.4444444444444444,0.022187519915235564,1.4357030543243583e-30,1.4357030543243581e-30,2.3281997154484005e-28
LOX,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
CRABP1,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
PSG6,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
PADI1,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
FGF4,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
CHGA,3.338339172923132e-07,0.001294089458823032,0.7142857142857142,0.022644881731129173,5.266729387831563e-25,5.266729387831563e-25,3.3908227314832404e-23
TWIST2,0.0,0.0007546564115849646,0.5555555555555556,0.022194135099367934,4.091907381414624e-28,4.091907381414625e-28,4.531083663256936e-26
C16ORF92,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
LEFTY1,0.0,0.0011932462263587946,1.0,0.022185256557473998,3.3520905268548605e-37,3.3520905268548605e-37,1.8559318684700406e-34
SDC1,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
DPPA4,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
TFAP2C,0.00043164725505896094,0.0009153618430162939,0.1997232472324723,0.022433086038840318,6.231045945225287e-06,6.231045945225287e-06,6.231161039152322e-06
AK5,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
LIN28B,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
UCN2,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
HOXB8,0.0,0.0011675627262990238,0.14559515803631473,0.023931648896681167,4.171421964923519e-06,4.1714219649235175e-06,4.171926230183458e-06
PSAT1,0.0,0.0005629130403271915,0.14371058745436444,0.022192006154455816,1.5993379966989576e-08,1.5993379966989573e-08,1.599538356910287e-08
FAM167A,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
CYP4F22,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
CD24,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
PPIAL4A,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
FAM150A,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
ERVV-2,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
SOX21,0.0,0.0006228047309267744,0.4666666666666667,0.02219422526206,5.198815760629148e-26,5.198815760629147e-26,3.775533503952834e-24
EME1,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
C1ORF94,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
C1QL4,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
FGF5,0.00014593304784221625,0.0011555309078852475,0.17673469387755103,0.02266379013364118,6.452676783660947e-07,6.452676783660946e-07,6.453080347395541e-07
LHX8,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
GAL,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
WNT5B,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
ANPEP,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
C12ORF75,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
CNTD1,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
NRG1,0.0,0.00043426782577345743,0.21868686868686868,0.022227806277624964,3.609724174576917e-05,3.609724174576917e-05,3.609764525166318e-05
FAM159B,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
TMEM132D,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
SPOCD1,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
BTBD17,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
HOXB5,0.0001406782088789765,0.0015562874703543255,0.1696708463949843,0.02463790101914806,1.4898491921438756e-05,1.4898491921438756e-05,1.4899324215992274e-05
SERINC2,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
COL1A1,0.0021745198594658034,0.001055234643060523,0.18316412859560066,0.022652292466901036,4.430018044184083e-07,4.4300180441840825e-07,4.4303021547530344e-07
PAX3,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
AP1M2,0.0,0.0011932462263587946,1.0,0.022185256557473998,3.3520905268548605e-37,3.3520905268548605e-37,1.8559318684700406e-34
DLX2,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
LRRN1,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
ZIC1,0.0,0.0009191275921251508,0.6666666666666666,0.02218747552692363,2.7460325595995017e-33,2.7460325595995017e-33,7.601896933253286e-31
KCNG3,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
SALL4,2.503754379692349e-07,0.0010448067759694008,0.4666666666666667,0.02241399204551108,6.822892351161978e-26,6.822892351161976e-26,4.953152033993399e-24
ZIC5,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
AIM1L,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
SSTR1,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
STC2,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
CHRNA9,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
SH2D5,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
LCE1E,0.00021632437840541895,0.0011830178041997215,0.11273105961989066,0.022416123554959422,2.921116311266995e-11,2.921116311266995e-11,2.922473241448636e-11
GPR50,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
ATP6V1G3,0.0,0.0004964615922399759,0.16174822562570043,0.022190457502455522,0.00023041388768702987,0.00023041388768702987,0.0002304138899810209
LCN9,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
RAB25,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
BASP1,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
LHX5,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
BDKRB1,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
HOXD11,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
TNFSF18,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
DND1,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
ACAN,0.0,0.0011932462263587946,1.0,0.022185256557473998,3.3520905268548605e-37,3.3520905268548605e-37,1.8559318684700406e-34
SOX2,7.511263139077047e-06,0.002610692920266541,0.7777777777777777,0.023082127016074483,1.4345305831924265e-25,1.4345305831924265e-25,1.041222395017963e-23
GBX2,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
HMX2,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
LHX9,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
FEZF1,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
RPL10L,1.0015017518769396e-07,0.0011188973578457342,0.1630885122410546,0.02339863117090811,0.0009015462923977304,0.0009015462923977304,0.0009015465120579702
MAGEA3,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
LCE2C,0.0,0.0006817696537880245,0.10133395740697403,0.022187565227448847,1.2416388717993404e-12,1.2416388717993404e-12,1.2427341240792226e-12
HOXA10,2.797836614834785e-05,0.0004763126977269679,0.21029626032054394,0.022454689572662473,0.000940589483685709,0.000940589483685709,0.000940591096452785
HOXA10-HOXA9,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
UCHL1,0.0,0.0003326174695427056,0.23494302767227346,0.022269902101803796,0.0007689112507899202,0.0007689112507899199,0.000768914867741466
HTR7,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
MAGEA2,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
TMPRSS11E,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
CA12,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
FST,5.007508759384698e-07,0.0017414834948260823,1.0,0.022407153502437733,2.7460325595995017e-33,2.7460325595995017e-33,7.601896933253286e-31
NCAN,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
AC234582.2,0.0,0.00017898693395382819,,0.021963403991899257,0.0,0.0,0.0
