,logFC,betweenness,pagerank,closeness,katz,hits_authority,hits_hub,eigenvector,eigentrust
PRSS45,-1.1473521886361902,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
ZBTB45P1,-1.1468705853175685,,,,,,,,
TRAJ39,-1.14651853967002,,,,,,,,
IGHV1-3,-1.1448012953327604,,,,,,,,
GADD45G,-1.1446983836103701,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
RP11-93M12.1,-1.1444314790421968,,,,,,,,
CXORF49,-1.1440207280757522,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
CXORF49B,-1.1440207280757522,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
RP11-159H10.4,-1.1434834311178192,,,,,,,,
IGKJ2,-1.143243113858478,,,,,,,,
NPHS2,-1.142627126035439,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
C9ORF24,-1.1425588801898183,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
IGKV1-27,-1.141957060664197,,,,,,,,
C21ORF62,-1.140989356577908,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
LDLRAD4,-1.1399504494823216,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
RAMP1,-1.1395197572683644,-0.1636552691787419,0.9440427979506505,0.6994560367288631,0.1430231346363899,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,1.0874919298556176
PTPN20CP,-1.1389307494814314,,,,,,,,
KRT4,-1.1383495087865734,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
ROBO4,-1.1380773320737676,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
PDZD2,-1.1377488406163296,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
SERPINA1,-1.1373674758926358,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
NOS3,-1.1357899330578116,1.987493468334326,0.6702397509273168,-0.7979429035659643,0.44148775945772434,-0.11195600424516493,-0.11195600424516493,-0.11195593236719525,0.25910006327152085
C3AR1,-1.1356677878332244,-0.14095646331680736,1.5682137092267994,-0.0012439415167064764,0.4269705284967426,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,1.1152743894934731
ADCYAP1,-1.1346938991310984,-0.1625203288856452,1.416873836418643,0.37246271354759747,0.4189081734722187,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,0.9425750504950097
CSDC2,-1.1346520358066798,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
BCL6B,-1.134649451095236,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
MUM1L1,-1.1344804726859665,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
IGHJ4,-1.134448730361879,,,,,,,,
IGHV1-46,-1.1342411722816776,,,,,,,,
ANKRD34C,-1.1335382525257296,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
SPHKAP,-1.1328478342942772,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
RAB9B,-1.132150406126471,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
ACSS1,-1.1318614305653671,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
PCDH17,-1.1314782961016994,-0.1636552691787419,1.1531462261941607,-0.8887696552496062,0.42451181782051306,-0.11239012354126517,-0.11239012354126517,-0.11239013471232907,0.8250119057279373
IGHV1OR15-1,-1.1312932784387053,,,,,,,,
RP11-294C11.4,-1.1312932784387053,,,,,,,,
COLEC11,-1.1300460152517122,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
IGKV1-16,-1.1296831077218459,,,,,,,,
AC097374.2,-1.1296390971147194,,,,,,,,
LTB,-1.127186690044659,-0.1636552691787419,0.5141599045368079,-0.9900094663743435,0.14324072578915825,-0.11239015381806051,-0.11239015381806051,-0.11239018569934335,0.2715036105034675
IL33,-1.126792078399293,-0.1636552691787419,1.4639666306606494,1.6804360062726607,0.1403194613380425,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,1.0719774416434267
RBP7,-1.126790422476806,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
ICAM2,-1.1266951120905615,-0.1636552691787419,0.5839591920203209,-0.40115563641783625,0.14315893524691836,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.05662966564780174
HSPB8,-1.1262579836091535,-0.1636552691787419,1.4639666306606494,1.6804360062726607,0.1403194613380425,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,1.0719774416434267
SIGLEC9,-1.1261827560800788,-0.1636552691787419,1.4639666306606494,1.6804360062726607,0.1403194613380425,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,1.0719774416434267
CASZ1,-1.126128705625742,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
REG3G,-1.125492613817789,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
SLA,-1.1251474199690408,-0.1636552691787419,0.2611532681334604,-0.9019728024409259,0.15144081209209218,-0.1123901482691039,-0.1123901482691039,-0.1123901755916072,-0.09672669794419539
HSPB7,-1.1248621135457997,-0.1636552691787419,1.4639666306606494,1.6804360062726607,0.1403194613380425,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,1.0719774416434267
ADAMTS9,-1.1239009891627356,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
FAM151A,-1.1237130884388054,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
NCF1B,-1.123350756560611,,,,,,,,
CYP1A1,-1.1232920968422568,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
IGKV2D-29,-1.1223403038682935,,,,,,,,
FHOD3,-1.1208100796830676,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
MTTP,-1.1202297228375555,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
IGKJ1,-1.1200276428059075,,,,,,,,
CTD-2183H9.3,-1.119458736023535,,,,,,,,
FAM78A,-1.1193974329442686,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
RP4-614O4.11,-1.1183071117285286,,,,,,,,
ACOT6,-1.118297800261958,-0.1636552691787419,1.4639666306606494,1.6804360062726607,0.1403194613380425,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,1.0719774416434267
RP11-747H7.1,-1.118022320151021,,,,,,,,
LOXHD1,-1.1180061019750547,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
CD38,-1.1174713846339592,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
TNFSF8,-1.1169362213407512,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
C1ORF168,-1.1142583648638342,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
ICOS,-1.11423387309888,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
GRM1,-1.113383941882275,-0.1636552691787419,1.4639666306606494,1.6804360062726607,0.1403194613380425,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,1.0719774416434267
LINC00674,-1.1132948936141243,,,,,,,,
RP11-262H14.11,-1.110477336042376,,,,,,,,
RP11-195B21.3,-1.109630567028545,,,,,,,,
TMEM265,-1.1094671063068113,,,,,,,,
FCGBP,-1.1091163888407451,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
HLA-DQB1,-1.107760429594788,-0.1636552691787419,0.7074394589722045,-0.8961274806124959,0.4332210838748576,-0.09376083910532956,-0.09376083910532956,-0.09376086145030305,0.6947746597927077
RCSD1,-1.1074579440238512,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
CNTN6,-1.1071202874976998,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
ADSSL1,-1.1068002463119926,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
SPNS3,-1.106408983941873,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
VGLL2,-1.1035202556446753,-0.1636552691787419,0.5157849177884369,-0.9887124353073473,0.1457822668436997,-0.11239015380513596,-0.11239015380513596,-0.11239018567348935,0.014905227143096262
RP11-848G14.2,-1.1025029817117886,,,,,,,,
ANKRD20A4,-1.1017849317197757,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
CYP4F60P,-1.1013044999008896,,,,,,,,
NCR3,-1.1003030101725826,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
CD5L,-1.0993149986093071,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
SCN10A,-1.0987057530928788,-0.1636552691787419,0.3811063404101439,-0.8883276277545038,0.1485693680736873,-0.1123892891140903,-0.1123892891140903,-0.11238930438880557,0.21491242625780974
SFRP5,-1.0986817361180505,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
OR5BK1P,-1.0980690143817122,,,,,,,,
RP11-485B17.10,-1.097403269432705,,,,,,,,
CH17-262O2.1,-1.0974026981491745,,,,,,,,
CLEC4G,-1.0973688517866325,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
RPL32P1,-1.0955322659500686,,,,,,,,
CAPN3,-1.093370633635459,-0.1636552691787419,0.2033196539177901,-0.7989639167501241,0.16562165679828503,-0.11238294024831522,-0.11238294024831522,-0.11238251786655293,-0.06571782986439804
CDR1,-1.0926644117974713,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
PRKAA2,-1.092481450489996,-0.16138538859254842,2.138963348119931,0.9447010291148126,0.41339073760075146,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,1.584503525739319
BET1P1,-1.0922789469272765,,,,,,,,
ENAM,-1.0921032950790963,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
RPS15AP34,-1.0913184758884122,,,,,,,,
KRT5,-1.090571434544465,-0.1636552691787419,0.9440427979506505,0.6994560367288631,0.1430231346363899,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,1.6646012340239893
CDK18,-1.0887694271212458,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
CSPG4P5,-1.0887533108193765,,,,,,,,
MEIKIN,-1.088381398457027,,,,,,,,
ZNF75A,-1.088308592862282,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
TNF,-1.0882284552867956,-0.1636552691787419,0.37594765099902816,-0.9626308784934476,0.1621034380963406,-0.11239015375328627,-0.11239015375328627,-0.11239018556367465,0.1373902560583193
KIR2DL4,-1.0881267055670483,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
TRIM55,-1.0875575081212407,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
MTCYBP4,-1.0873274963749218,,,,,,,,
RPL13AP5,-1.0872691037851132,,,,,,,,
OTC,-1.0864798479786386,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
KRT8P1,-1.085734647397892,,,,,,,,
RP11-157L3.6,-1.0854370068510157,,,,,,,,
ABLIM2,-1.0853610461345058,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
EGLN3,-1.0841421272395355,-0.1636552691787419,1.4639666306606494,1.6804360062726607,0.1403194613380425,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,1.0719774416434267
CHRDL2,-1.0838761034822613,-0.16138538859254842,2.138963348119931,0.9447010291148126,0.41339073760075146,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,1.4817312560819729
MFNG,-1.0833668757000798,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
LHX6,-1.0830109769992313,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
JAG2,-1.0824087075820927,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
ABCA8,-1.082237996434423,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
FXYD6,-1.0818208686855109,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
CIDEA,-1.0810477464987833,-0.1636552691787419,0.9440427979506505,0.6994560367288631,0.1430231346363899,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,0.9935165056628307
RP11-5N11.1,-1.0810054543513006,,,,,,,,
RAB6C-AS1,-1.080960544305635,,,,,,,,
GOLGA7B,-1.0809487464150807,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
AIG1P1,-1.080897003057335,,,,,,,,
CADM3,-1.080577858623629,-0.1636552691787419,-0.45977401409710267,,-0.12999379503456612,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
RP11-392E22.5,-1.078445567434488,,,,,,,,
DPPA2P4,-1.0764354259126951,,,,,,,,
ACR,-1.0760148494204995,-0.1636552691787419,1.4639666306606494,1.6804360062726607,0.1403194613380425,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,1.0719774416434267
