,logFC,betweenness,pagerank,closeness,katz,hits_authority,hits_hub,eigenvector,eigentrust
KPNA2,0.9129119899185394,-0.1636552691787419,-0.10290652939148853,-0.7011413559105409,-0.18075475235418578,-0.11230031820321494,-0.11230031820321494,-0.11230034730231686,-0.2672507120476245
TCF19,0.9128449494980044,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
OSBPL3,0.9126795554892888,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
SOCS5P3,0.9126657963796593,,,,,,,,
SERPINB8,0.9125015644771677,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
CAMSAP3,0.912321897873039,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
MT1G,0.9120999793807856,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
NPW,0.9116188843919829,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
GTF2IP13,0.9115521650908741,,,,,,,,
BNIP3P9,0.9114327788176584,,,,,,,,
RPS10P27,0.9113698880199068,,,,,,,,
ACTN1,0.9104038108286804,1.3788992733898395,2.3990459682651397,-0.6056518505868796,1.8703544320124088,-0.1118916868635305,-0.1118916868635305,-0.11189169731349285,1.3287188045481177
FANCD2,0.9102969861983927,2.0159105564209505,1.6119382062989307,-0.6384622860818497,1.2377230020639356,-0.044541559924850385,-0.044541559924850385,-0.044541533275559334,0.7483985594800124
SPATA31A6,0.9102391877169647,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
RRBP1,0.9102038366296654,-0.1636552691787419,-0.17761384358769206,-0.7315484938431513,-0.17254239643061975,-0.1121485877375163,-0.1121485877375163,-0.11214861049684934,-0.09596206653456606
RP11-134K1.2,0.9101436247679935,,,,,,,,
PRB1,0.9096113128047119,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
AC010522.1,0.9093326316656186,,,,,,,,
RIMS2,0.9093233713447492,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
FTH1P21,0.9093203123377714,,,,,,,,
RP11-278L15.6,0.9091289842249803,,,,,,,,
NUF2,0.9085352039864203,0.09780901711970695,1.4770072706297614,-0.6066660328593014,1.5692884311627815,-0.10635180996773617,-0.10635180996773617,-0.10635171975363787,1.421470539981534
PHOX2A,0.9085332759824583,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
ADGRG7,0.9085130872435866,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
PTPN13,0.9084620627631108,-0.1636552691787419,0.05862301486608111,-0.7682087198771984,-0.1842002881119752,-0.11237590632205997,-0.11237590632205997,-0.11237593716093704,-0.24450699148157504
ZNF724P,0.9083925949134222,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
HNRNPA1P13,0.908274819909271,,,,,,,,
SECTM1,0.9081055035176507,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
MICB,0.9080715199561636,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
IQGAP3,0.9079219729858632,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
EMX1,0.9077679095094049,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
IKBKE,0.9077136053979025,-0.1636552691787419,-0.10198845986697744,-0.6758128432254936,-0.1639614901616346,-0.11211024594817917,-0.11211024594817917,-0.11211027269900359,-0.26760608268146896
AC091654.7,0.9076705279377333,,,,,,,,
CNTNAP2,0.9066799043020127,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
ALDH18A1,0.9066657173985114,-0.16160431729373334,0.5824362245354486,-0.5703295512248955,1.0901814988014402,-0.06593787769208659,-0.06593787769208659,-0.0659374130070586,0.6826549922187767
STIL,0.9065030208193037,-0.1636552691787419,1.1081647096137655,1.6804360062726607,-0.19252304047365226,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,1.0719774416434267
FASN,0.9064620031386108,-0.15684562742016153,1.3879145001073023,0.5768335405358885,0.0825276893848179,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,1.590065408052325
MBOAT7,0.9064322139941382,-0.1636552691787419,0.669981874777777,0.6994560367288631,-0.18985265808363824,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,1.237237161668384
RP11-21I4.3,0.9064310793677819,,,,,,,,
HSPA4,0.9063269838340983,1.0937492608835075,1.613905054675582,-0.5691997780728814,0.984305771530193,-0.11027632755434141,-0.11027632755434141,-0.11027632470152081,0.38840810739551535
TIMP2,0.9062398981250636,0.564408928842808,1.2598889499822103,-0.9380912291312895,0.35806916794886356,-0.11239015368887709,-0.11239015368887709,-0.11239018558627999,0.3788131002817196
RAB1C,0.9053524992933866,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
RPS4XP6,0.9052388588634576,,,,,,,,
GJB3,0.90515338712206,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
RP11-49I11.3,0.9044401877556741,,,,,,,,
GPRC5A,0.903567161001008,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
BAIAP3,0.9034084272243896,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
MAGED4,0.9028701309052102,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
VIM,0.9026222506731525,1.7844697439217883,1.8267553857524341,-0.8993540076772291,0.6305618184025061,-0.11239015047580897,-0.11239015047580897,-0.11239018237180529,0.7309853984216409
TMEM114,0.9025957417872088,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
RP11-746P2.3,0.9025027791643242,,,,,,,,
CD70,0.9023606066333475,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
HSPE1P9,0.9020730870687302,,,,,,,,
KIF15,0.902010596866923,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
MAD2L1,0.9017880747227707,2.491281699234115,3.6541353437157342,-0.518173890421002,3.60903156338604,-0.0891304773241139,-0.0891304773241139,-0.08913005434949421,3.3795627324648385
RPS16P9,0.9016866801758576,,,,,,,,
RP11-198M15.1,0.9008180176903997,,,,,,,,
LCE1A,0.9008047225338971,-0.1636552691787419,0.8680302391211278,-0.9305703310022866,0.09081247363027938,-0.1123901524617255,-0.1123901524617255,-0.11239018435859434,-0.012094596947258764
CORO1C,0.9006587509771774,-0.1636552691787419,0.5651807407622449,-0.683279820341735,0.4272226110125525,-0.11223326358624816,-0.11223326358624816,-0.11223328779346771,0.28641673548213875
RPS3AP49,0.9005984724660365,,,,,,,,
STX1A,0.9003044964054601,-0.15798056771325825,2.0463215528768632,1.1899460215007618,0.6223816342086103,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,1.8043225266596816
RP11-179A10.2,0.9000030573551939,,,,,,,,
RP5-860F19.8,0.8998742820173704,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
SAMD11,0.8998377063715647,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
ITGB1P1,0.8998219029523599,,,,,,,,
CTC-554D6.1,0.8994227909247038,,,,,,,,
GAPDHP38,0.8991100808258137,,,,,,,,
CHAF1A,0.8989369054631453,-0.1636552691787419,-0.1265353441449983,-0.6492734016670123,0.5584904569106176,0.6531210996967106,0.6531210996967106,0.6531211490780672,0.23879707054697033
KIF18B,0.8987405571891403,-0.12685890831456692,0.10226208907629326,-0.6457115594558308,0.12427039837982723,-0.1106205906068166,-0.1106205906068166,-0.11062057830675966,-0.050119254768622896
IFIT3,0.8985571997372723,-0.1636552691787419,0.3539670088916195,-0.9303973137641545,-0.18979895069197827,-0.11239015342110138,-0.11239015342110138,-0.11239018531836772,-0.1251024585098152
TRPC4,0.8984557367721168,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
SLC4A8,0.898412221879809,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
TXNP5,0.8983985206989955,,,,,,,,
PHBP11,0.8981308603747105,,,,,,,,
FBXO41,0.8976712280225484,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
C16ORF59,0.8975068113555285,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
RPS10P28,0.8974979613452058,,,,,,,,
HIST1H2AJ,0.8973169793189777,-0.1636552691787419,0.1461886859288131,-0.7139490248566254,1.5203719745555928,1.174554661609145,1.174554661609145,1.1745545858289592,1.6076847521160569
RACGAP1,0.8971620626817339,1.983166631182689,2.480378778824766,-0.597076758527195,1.4864034181647554,-0.1079971297874521,-0.1079971297874521,-0.10799709579460229,1.1684466486842362
GINS1,0.8970103262335412,0.013631355207447573,1.2923017680046376,-0.6163107074107639,2.6059459851764246,0.1488529157844276,0.1488529157844276,0.14885406099106976,2.5184996866595646
PCDHA2,0.8967996152313531,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
NCS1,0.8963273062430798,-0.1636552691787419,1.1081647096137655,1.6804360062726607,-0.19252304047365226,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,1.0719774416434267
HK2P1,0.8962311396861986,,,,,,,,
RAB38,0.8960926065293907,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
FCRLB,0.8958439609353809,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
HNRNPA3P5,0.8957958078891392,,,,,,,,
AP000568.2,0.8957456740939252,,,,,,,,
SEPT14P12,0.8956889421601445,,,,,,,,
HIST1H2BJ,0.8952473319405699,-0.035794365343643275,2.246433980936227,-0.6110248735052588,8.691778829095062,8.2930714444506,8.2930714444506,8.293071279542705,7.270160431794623
SEC24D,0.895116266756898,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
PRR15,0.8949612123240955,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
FDXR,0.8945844277046622,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
MORF4,0.894555226164349,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
ANKRD33,0.894541034683264,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
APITD1-CORT,0.8940312062484697,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
RAET1L,0.8937485197381221,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
RP11-730G20.2,0.8936829229879591,,,,,,,,
GBA,0.8936555507380185,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
AC067945.3,0.8928019567665284,,,,,,,,
RPL36AP53,0.8926291981236519,,,,,,,,
RPL6P12,0.89250438846204,,,,,,,,
TFPI2,0.8921898815739633,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
RP11-269G24.8,0.8921775155453135,,,,,,,,
PRL,0.8920642387322251,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
BAIAP2L2,0.8919457635693319,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
BCL2L10,0.8917027890279088,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
YIPF2,0.8915135065471975,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
CCDC71L,0.8912338313808705,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
SPINT2,0.8908504600997333,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
SCRN1,0.8907975746072726,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
CHI3L1,0.8907141061840063,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
FEN1,0.8904140701976084,-0.13588202262630358,0.5505592755143566,-0.5766626857616418,0.7807392381627926,-0.06501811281816056,-0.06501811281816056,-0.065017854318142,0.6201097606621413
NBPF17P,0.8902705860680915,,,,,,,,
CYCSP45,0.8902220325775698,,,,,,,,
NT5C3AP1,0.8900176511846721,,,,,,,,
TDGF1P7,0.8899894871660724,,,,,,,,
HIST1H2AB,0.8898671920810487,-0.11023263182145887,1.5654507693949693,-0.6166382255024756,6.709116586276855,6.986866648664263,6.986866648664263,6.986866494457623,5.682719810411156
TIMELESS,0.8896078837905358,0.4265734430484027,1.3158375405691842,-0.5744407379756902,1.6645834958876164,0.035041805424476775,0.035041805424476775,0.035042336049613834,1.2814545102467925
CTPS1,0.8893784465161142,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
HNRNPA1P71,0.8890570762381077,,,,,,,,
MARCKS,0.8889060925478567,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
CENPK,0.8888967741534595,0.7072519270223842,0.9457287639797727,-0.6580005909557939,0.9593787048944867,-0.11079207678276805,-0.11079207678276805,-0.11079206752040067,0.5586306410070395
P3H4,0.8888497114181555,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
PRDM13,0.8881365613958752,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
HMGN2P4,0.8878674137867791,,,,,,,,
DOK1,0.887852602539774,0.008435830341494525,1.164810482873949,-0.5828809794587889,0.750679463232449,-0.11033874215902528,-0.11033874215902528,-0.11033874266554822,0.230268175334704
C5ORF38,0.8878270726457322,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
RUNX2,0.8874605090237447,1.001569846223241,0.1728941796610299,-0.6083493949473391,0.11092272475394924,-0.10881789352036526,-0.10881789352036526,-0.10881786266126514,0.013847459323391166
C5ORF30,0.8873933580045426,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
CAP1,0.8873849769537112,-0.14634397803443705,1.4684138420117399,-0.6457115594558308,1.3008596830332457,-0.11194130844272862,-0.11194130844272862,-0.11194131801085658,0.8180512037135417
SOX3,0.8872546437551837,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
EIF2S2,0.8869628078433384,0.32663893743904365,0.6619485819610752,-0.7113391184325236,0.08868678496783294,-0.11222699377204987,-0.11222699377204987,-0.11222702046632532,0.03978951559404093
DBN1,0.8869510084303487,1.7839022737752406,0.7941326673999248,-0.762585118350339,0.10176396431636384,-0.11238482700917939,-0.11238482700917939,-0.11238485841644474,0.010649123618791424
RP11-435I10.4,0.8868220701468565,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
ATAD3C,0.8867619252165342,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
EVA1B,0.8867006448237754,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
TUBB,0.8866481135822155,1.7170488233792252,2.171475439642418,-0.5932323790197648,1.8291634096333538,-0.10815764868044928,-0.10815764868044928,-0.10815756362369636,0.9463400025314113
COL16A1,0.8864305308289725,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
HNRNPKP4,0.8859947444819778,,,,,,,,
PAFAH1B3,0.8853325965506075,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
NPM1P27,0.8852398108732124,,,,,,,,
ATP6V0A4,0.8852349476407861,0.8157982037637327,0.9918772260541358,-0.694890102609336,0.4333761593720809,0.13160012336812663,0.13160012336812663,0.131600093571229,0.07354972580926905
TXN,0.8850880035777926,2.2696567192206394,1.688412890438974,-0.7798171673445677,0.352491022425807,-0.11237607680926659,-0.11237607680926659,-0.11237610767368045,0.18549147547029596
RPSAP55,0.8848480695240832,,,,,,,,
TUBBP5,0.8848311838785127,,,,,,,,
RNASEH2A,0.8848217327840368,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
PBK,0.8847839393596879,-0.1636552691787419,-0.0433678244526706,-0.5584746313988463,0.2315276978247296,-0.06384151871219232,-0.06384151871219232,-0.06384127624974013,-0.12012726963599361
RP1-232L22__B.1,0.8840011576461863,,,,,,,,
ACTN4,0.8839153934492223,0.5414444641311033,1.0200812542462854,-0.6319779347994081,0.6805403366944036,-0.11205272011928878,-0.11205272011928878,-0.1120527425033184,0.40439978591851944
SGO2,0.8836039251084506,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
MUC1,0.8835752796652159,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
NUSAP1,0.8833527125035289,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
THAP12P1,0.8819645267464583,,,,,,,,
FOXP3,0.881831973339458,0.32663893743904365,0.956921821169716,-0.7908928807312731,0.08269734688092324,-0.11238663703826549,-0.11238663703826549,-0.11238666874705337,0.04476470446786485
CD109,0.8817304067163196,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
GTF2IRD1P1,0.881576936558213,,,,,,,,
ZWILCH,0.8812731906901541,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
GOLGA6A,0.8812227375123072,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
RPL4P3,0.8811398385564828,,,,,,,,
CTB-60B18.15,0.8811160818407112,,,,,,,,
DYDC1,0.8810514253411,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
SVEP1,0.8809301758885154,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
ITGB5,0.8808646632669046,0.8157982037637327,1.7201199497060526,-0.7633683831901484,0.3634630869803617,-0.1123848173874132,-0.1123848173874132,-0.1123848487914895,0.1726981326518925
NEK2P4,0.8807894327468674,,,,,,,,
CTC-360G5.8,0.8806967881517564,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
SYNDIG1L,0.880603467124358,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
MMP24,0.8804895958131947,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
CARMIL3,0.8803010887456226,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
BUB1,0.8799880646450436,1.6021799814006665,2.5278836993875364,-0.49114011274771885,2.8959468930040346,-0.06239317423888911,-0.06239317423888911,-0.06239272230291378,2.8184325016243403
ADGRG5,0.8796657120780929,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
CGB3,0.8796355896405995,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
TMEM215,0.8795031361423736,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
BAX,0.8794341600545639,-0.1636552691787419,1.1081647096137655,1.6804360062726607,-0.19252304047365226,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,1.0719774416434267
RFWD3,0.879430501653986,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
ALG1L6P,0.8791791661508592,,,,,,,,
RP11-24M17.3,0.8786887149291681,,,,,,,,
DBF4,0.8786632840873448,-0.12292418864249663,0.8052725568855816,-0.615654673710309,1.7151562927930892,0.11290722133363426,0.11290722133363426,0.11290806416205683,1.4438588899137377
FJX1,0.8784453710259228,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
GPR150,0.8783850335208654,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
PGAM4,0.8783552375565498,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
RAD9A,0.878311170464672,-0.1636552691787419,0.12057251028404378,-0.6149973066080239,0.1699510724759586,-0.07486054370959877,-0.07486054370959877,-0.07486043770058745,-0.057937408713202444
CCL20,0.8782119049087627,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
MND1,0.8777806133813771,-0.1636552691787419,1.1081647096137655,1.6804360062726607,-0.19252304047365226,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,1.0719774416434267
RP11-334L9.1,0.8777558356256647,,,,,,,,
TWF1,0.8776701542622491,-0.1636552691787419,1.1081647096137655,1.6804360062726607,-0.19252304047365226,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,1.0719774416434267
HIST1H1D,0.8776649772537934,-0.0827894691575569,-0.15185552837305386,-0.5525913784381785,0.2396979957940813,0.15735430493776834,0.15735430493776834,0.15735443043945577,-0.060780373783959084
HIST1H2AH,0.8773314099381567,-0.11782035820829921,1.2322345114080784,-0.6678734868489824,4.457766694678432,3.1876831829176173,3.1876831829176173,3.1876830847144975,3.0281011755925995
FAM72C,0.8772721621198987,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
GALT,0.8772673210549946,-0.1636552691787419,0.2264085052241556,-0.8397126016163984,-0.18982221048009204,-0.11238970065066543,-0.11238970065066543,-0.11238973248018158,-0.22282938281705908
HNRNPA1P4,0.8771598201114149,,,,,,,,
TMEM130,0.8765399838946195,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
YWHAZP6,0.876465096330389,,,,,,,,
RAB39B,0.8759931181068035,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
RPS3AP47,0.8755238501767907,,,,,,,,
CTGF,0.8755227510576622,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
HS6ST1P1,0.8753653400820338,,,,,,,,
LIMK1,0.8753060796815016,0.5797794639929525,1.0844313754735602,-0.6198952384972122,0.6862395646311304,-0.11178447731445049,-0.11178447731445049,-0.11178448692401965,0.22138390948859085
KRT18P38,0.8752414823078641,,,,,,,,
CKMT1B,0.8752057713548241,-0.1636552691787419,1.1081647096137655,1.6804360062726607,-0.19252304047365226,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,1.0719774416434267
ACOT7,0.8751436082336134,-0.1636552691787419,-0.5131443022571427,,-0.4595078718281455,-0.1123901538322967,-0.1123901538322967,-0.11239018572982583,-0.4122419306561887
