"logFC"	"logCPM"	"PValue"
"GNL2P1"	-3.49405734931682	-3.8293203892193	0.00117058347840102
"GNL3"	0.249820548062178	5.8642846342505	0.730920517212781
"GNL3L"	1.55337791561925	4.05420542611689	0.0363201386781889
"GNL3LP1"	1.67702123356248	-1.59301489834228	0.0256829938986776
"GNLY"	2.18410247505307	-0.752777579837973	0.00659086774539193
"GNMT"	-3.02977803256674	0.697175534847676	0.000128074674364171
"GNPAT"	-0.116673232326642	5.00565659497092	0.872248473253843
"GNPATP"	1.06586092590795	-4.39578707494935	0.528900138183487
"GNPDA1"	0.371449835528065	5.17379557798285	0.609640173807193
"GNPDA2"	-0.612628023986549	4.81161125840373	0.400591310097568
"GNPNAT1"	1.98432481344562	5.11849890270295	0.00841424365201297
"GNPTAB"	1.57197089450218	5.36924866916744	0.0343723305647973
"GNPTG"	-1.5183468913226	6.32998499274111	0.0406319514153693
"GNRH1"	2.01150491510541	1.24632727445246	0.00745256306885798
"GNRH2"	0.649008981203389	-3.06637578238628	0.410507422257692
"GNRHR"	-0.321574884022041	-1.85684453698889	0.741386315250749
"GNRHR2"	1.31025737923765	3.73881508101859	0.0761192543274223
"GNRHR2P1"	7.12793376905996	-2.03972153664216	1.92588618010789e-09
"GNS"	0.899161759704643	7.21881915143016	0.219060906406459
"GOLGA1"	0.447642683859578	4.41719362301265	0.538191039135242
"GOLGA2"	0.751039553580992	6.54974654621612	0.30351332227619
"GOLGA2P1"	0.722783497671049	-4.08517110454013	0.807384126836201
"GOLGA2P10"	2.97772466127179	1.08868048442944	0.000142803318331225
"GOLGA2P11"	-0.326012493368523	0.728335984212045	0.657965406223614
"GOLGA2P2Y"	1.78055649678956	-3.87024578960785	0.098906764972368
"GOLGA2P3Y"	0.0814165319241852	-3.31731213379715	0.999999999999999
"GOLGA2P4"	4.29698019671808	-3.82771342458856	0.000884080751862619
"GOLGA2P5"	-1.65504090450152	3.55168388784393	0.0266393401150514
"GOLGA2P6"	0.200851930496747	-4.28467254884687	1
"GOLGA2P7"	0.292179229405422	4.32458402388914	0.68782868666386
"GOLGA2P8"	-2.02121169399897	-2.26678115076843	0.0120010977722114
"GOLGA2P9"	-0.453403585211367	-2.03387310197145	0.596676277769054
"GOLGA3"	1.97543181335965	6.83565876340376	0.0086227534371252
"GOLGA4"	-0.282130966314185	7.53483112655876	0.697672642662686
"GOLGA5"	0.329140231373733	5.32416369398707	0.651049178235146
"GOLGA5P1"	3.28481501483851	-4.11888659896528	0.0258357229445292
"GOLGA6A"	-1.17521761907622	-2.8547155535765	0.152930062222573
"GOLGA6B"	4.31166243011458	-3.80903200890507	0.000884080751862619
"GOLGA6C"	2.62043974689995	-4.27700077784496	0.101432689670502
"GOLGA6D"	-0.339567561481948	-4.32843111835708	1
"GOLGA6L1"	3.44604255163528	-4.09514854312096	0.0171704881833132
"GOLGA6L10"	-0.00347415864772198	-0.266199433653858	0.982948045076544
"GOLGA6L11P"	0.801837564197348	-4.35369083216453	1
"GOLGA6L16P"	0	-4.48279114601977	1
"GOLGA6L17P"	0.317536233715035	-2.55779841603138	0.708192189172481
"GOLGA6L2"	4.063081989185	-3.21188498837613	0.000159925662558889
"GOLGA6L22"	1.39455752843645	0.897088833783713	0.0613716679587598
"GOLGA6L3"	2.12083742557737	-1.51080200702289	0.00923104504278985
"GOLGA6L4"	-0.105947232217907	3.08687436499812	0.886264402278702
"GOLGA6L5P"	0.804834871220066	2.60395041981981	0.270914053940915
"GOLGA6L6"	-2.15155305295469	-3.34778954861923	0.0393029876479081
"GOLGA6L7P"	-0.230983659842188	-0.627448316129005	0.795996291039128
"GOLGA6L9"	-0.925597903536063	3.66710873751289	0.206960434526278
"GOLGA7"	-0.977688335403221	5.49093104407545	0.181935424786071
"GOLGA7B"	-9.52660924290861	4.37746343688569	2.70875373623989e-19
"GOLGA8A"	-1.55586527625558	5.55051057356601	0.0361135210360468
"GOLGA8B"	-1.10250949898819	5.60174633903937	0.13333096775389
"GOLGA8CP"	-4.49538470051823	-3.18749910468293	0.000159925662558889
"GOLGA8DP"	-1.95197399600363	-3.31128252418684	0.0298532416917414
"GOLGA8EP"	-3.69186388085422	-2.33564931258614	0.000109280274756037
"GOLGA8F"	3.91755661025046	-3.09754818084832	7.24517505673036e-05
"GOLGA8G"	3.79151306453424	-2.19172897090956	1.69431792341829e-05
"GOLGA8H"	0.0535360078937931	-1.32381096874061	0.901486005588381
"GOLGA8IP"	-2.7900820754648	-0.0570108651057519	0.00052336425875873
"GOLGA8J"	-1.60889592276027	2.41577491167209	0.0313398734757487
"GOLGA8K"	0.983310529587509	-1.57815607668842	0.174468824631765
"GOLGA8M"	-1.39371193349748	-0.567446242527034	0.0674996812289166
"GOLGA8N"	-1.0009423678027	3.95722136418269	0.172655520907244
"GOLGA8O"	0.766812207219499	-2.99374904509819	0.367992211633533
"GOLGA8Q"	-1.59617864959842	-1.11072904676012	0.0469275364958049
"GOLGA8R"	1.36006310873023	1.5752994456517	0.0655626738845857
"GOLGA8S"	1.00086077083563	-1.70823005834933	0.16524132352194
"GOLGA8T"	-0.575777877283946	-4.10752362781445	1
"GOLGA8UP"	-2.30393092581375	-2.43864643445285	0.0160951192864424
"GOLGA8VP"	-2.28397611351628	-0.547711369581546	0.00331216873365651
"GOLGB1"	-0.776201405948296	7.44326576191692	0.287641507290098
"GOLIM4"	2.77370202635968	5.91189525073102	0.000342529311670195
"GOLM1"	-0.667385776511045	5.41531436405301	0.359886507322903
"GOLPH3"	-0.292711678957657	6.07848704214136	0.686980954588477
"GOLPH3L"	-1.60270719961419	5.16277291345491	0.0311099586780014
"GOLT1A"	-9.08857564046953	4.29026020379154	3.74317214903737e-18
"GOLT1B"	-0.0646029786549704	5.71266453149268	0.929124851334192
"GON4L"	0.348953401908795	5.57748744783411	0.6310453434337
"GOPC"	0.378462577535149	5.86123811212556	0.602649358277208
"GORAB"	0.839957360488176	3.31924428799574	0.249867012863525
"GORASP1"	0.671548212058792	5.03970715866602	0.357158511518374
"GORASP2"	-0.458587415928491	6.95059624102057	0.528238133435753
"GOSR1"	0.202256466082828	6.34908893327717	0.780620542283693
"GOSR2"	0.39688239154554	5.54732394774104	0.585119859506347
"GOT1"	-0.630622862588609	5.38944490815633	0.386581311720708
"GOT1L1"	0	-4.48279114601977	1
"GOT2"	0.135269220823139	6.63286025553535	0.852415043333166
"GOT2P1"	1.10970759158261	-4.45185576376708	1
"GOT2P2"	2.60299908730842	-1.97546013176362	0.000929074355114096
"GOT2P3"	2.36601554220058	-1.72556531888357	0.00325743921016359
"GOT2P5"	0	-4.48279114601977	1
"GP1BA"	4.49848774318315	0.673958215671773	9.15649976283226e-08
"GP1BB"	-4.84488850427732	3.74881278119694	1.20003651551304e-08
"GP2"	-4.45238312436344	5.08062674167688	1.05241012740332e-07
"GP5"	2.10779063562429	-0.906939370502612	0.00765395014022624
"GP6"	-0.819309863495304	-0.369172255633867	0.291693344465908
"GP9"	0	-4.48279114601977	1
"GPA33"	-0.327402042080304	-4.3305383473774	1
"GPAA1"	-1.40865116826439	7.19687412850263	0.0567664686875763
"GPAA1P1"	-2.22530628006737	-1.00595291777984	0.00294138502542751
"GPAA1P2"	-1.04730146374987	1.24736426543282	0.157513341095358
"GPALPP1"	0.0243594962686763	5.09686853614944	0.973416068190041
"GPAM"	2.66805618079481	3.29939555613098	0.000540855591551664
"GPANK1"	-1.29361726460412	4.65714382725082	0.0794081315073739
"GPAT2"	2.60957250543005	0.919015287940506	0.000699166333980761
"GPAT3"	-0.546770555652436	3.15266576349792	0.452108718115449
"GPAT4"	0.331140739581509	6.33347378101517	0.648790636604818
"GPATCH1"	0.544642249729359	3.15703679438298	0.453736053258125
"GPATCH11"	0.620662438160693	4.07188921875471	0.394407901992245
"GPATCH2"	-0.0720130789115754	4.42837897319593	0.921416449160515
"GPATCH2L"	1.07642125967191	6.02895026814034	0.142615328698569
"GPATCH3"	-0.193545440508439	3.6507102734818	0.79029078355138
"GPATCH4"	0.428583941819887	4.94621119127083	0.555725079200386
"GPATCH8"	-0.301541055529737	6.15011028264794	0.677941002199719
"GPBAR1"	0.307316251180141	-0.255407873290231	0.660569010763572
"GPBP1"	-1.26748139420352	6.07654010049101	0.0854639107221586
"GPBP1L1"	-0.333732846067706	5.99756605780701	0.645945994465884
"GPC1"	4.0464425013241	7.35909780402898	7.90515067302614e-07
"GPC2"	1.53646095666931	1.178387923223	0.0393228345215763
"GPC3"	-9.04635216595752	1.61862635167199	2.9009526236398e-17
"GPC4"	-0.951113994763003	1.95924742051654	0.199029722346921
"GPC5"	-0.613775873683846	-1.42633371000267	0.399818171885009
"GPC6"	0.769415996269049	4.23700174870948	0.292468875029983
"GPCPD1"	0.325391635445946	4.78536545006534	0.655118997176347
"GPD1"	-8.2064472912322	4.68579364913949	2.01998419507396e-16
"GPD1L"	-1.06996899379277	3.69951838323232	0.144871540369947
"GPD2"	0.583915311346445	5.30355204104951	0.422922306078515
"GPER1"	1.51793706568429	1.83398343331129	0.0405652948430501
"GPHA2"	0.143627040643219	-2.45109783660374	0.792377508714655
"GPHB5"	-4.14398266158838	-3.87510462525211	0.00156564044710832
"GPHN"	-0.49750177513375	3.86441900144435	0.494507119414774
"GPI"	-0.790762210658648	8.16054774925534	0.27878554239349
"GPIHBP1"	1.61990284587672	-4.3755480923264	0.528900138183487
"GPKOW"	-0.909787356560794	4.6051824696956	0.213680907097536
"GPLD1"	0.16540478715079	1.60571971469749	0.817991670131913
"GPM6A"	-3.48792849239325	5.29389824667178	1.3054295630112e-05
"GPM6B"	-0.837358952926132	1.58483437586082	0.256139228945309
"GPM6BP1"	0	-4.48279114601977	1
"GPM6BP2"	0	-4.48279114601977	1
"GPM6BP3"	0	-4.48279114601977	1
"GPN1"	-0.266211429073165	5.08621382229705	0.713646538105307
"GPN2"	0.738353726593745	5.16292496555341	0.31157383760127
"GPN3"	-0.826288503054931	4.05083279019108	0.258184680409351
"GPN3P1"	0	-4.48279114601977	1
"GPNMB"	1.41475185449619	5.52378258401106	0.0558538105810377
"GPR1"	3.80512239668232	1.74706419649407	3.21735479521746e-06
"GPR101"	0	-4.48279114601977	1
"GPR107"	2.06479232176165	6.2425403765864	0.00619104549055834
"GPR108"	-1.6604982069143	6.05522012771477	0.025726431353736
"GPR119"	-7.19879909215485	0.363070742190446	6.10525845989963e-12
"GPR12"	0.594236869885945	0.0101569057515712	0.415634776349337
"GPR132"	0.424298117184386	-0.214979917159427	0.554040278304635
"GPR135"	-0.0503080788932705	3.09261652721469	0.946825157856828
"GPR137"	-0.151941818491211	4.54547499765357	0.834031663037044
"GPR137B"	-1.11596323681588	3.90267463129924	0.128618475170359
"GPR137C"	0.197712922421894	2.95917207995653	0.785382446665117
"GPR139"	1.44357408740931	-4.38101680754092	0.528900138183487
"GPR141"	1.12841247790465	-1.24520996149331	0.15794382276715
"GPR142"	-11.0518059671797	2.27180422233495	1.44793367341253e-19
"GPR143"	-4.96671301851324	1.16995440066318	2.03618906371298e-08
"GPR143P"	-2.06626907786435	-4.35128851687954	0.293350207275237
"GPR146"	-0.924710238584771	0.225781602218654	0.210922844054272
"GPR148"	-5.31042480300326	-2.59792374092994	2.44883326321821e-05
"GPR149"	0	-4.48279114601977	1
"GPR15"	0	-4.48279114601977	1
"GPR150"	-1.85676744417069	0.534837773475411	0.0126914650629184
"GPR151"	8.25511947407428	-1.11309541968905	4.47854216961832e-12
"GPR152"	0	-4.48279114601977	1
"GPR153"	2.82008120879708	2.47201484644503	0.000278090919437954
"GPR155"	0.607719846935521	3.89396793033378	0.404495294301628
"GPR156"	6.39122078876866	-1.06962633125559	6.20819982578891e-10
"GPR157"	2.71877227879175	3.40664613190261	0.000436847575225442
"GPR158"	-9.32214564390196	3.32817358533546	2.20550987468855e-17
"GPR160"	-1.20154710273995	1.76432864500778	0.106393158333097
"GPR161"	3.27542290993106	3.90645102788628	3.44640603990093e-05
"GPR162"	-0.839213335914478	2.29756091966427	0.250908694715322
"GPR17"	10.0707953891226	0.623080337857917	1.8857026126445e-16
"GPR171"	-3.33097532202875	-1.68764894333366	0.000419112763401423
"GPR173"	1.45376204552544	2.45868343568629	0.0494919222630508
"GPR174"	0	-4.48279114601977	1
"GPR176"	4.45711700705446	6.22592357724139	9.90435118386504e-08
"GPR179"	8.50704140244817	-0.878673217256106	1.12557250302541e-12
"GPR18"	-0.585139661784225	0.461060608801781	0.438567630595936
"GPR180"	1.27657239631483	4.64842677348758	0.0836243863709741
"GPR182"	5.06365413512398	-1.13247549290719	3.09377567167612e-08
"GPR183"	-2.62652161180592	1.60352932059196	0.000746886547259897
"GPR19"	-4.572873552824	1.62657312125795	6.50697050703677e-08
"GPR20"	6.17727135269769	-2.78502500363426	2.51574695018983e-07
"GPR21"	5.44797708738073	-1.0573316816642	2.29452802930785e-07
"GPR22"	0.360107336156674	0.0415992895844231	0.608279046832237
"GPR25"	0.931975791493203	-4.4398947756949	1
"GPR26"	2.95432957016285	-1.62442685120485	0.000202309724194596
"GPR27"	-11.2467380873841	2.50054730985692	3.94025946906926e-20
"GPR3"	3.48550626685572	1.80113184144306	1.30551591524858e-05
"GPR31"	-0.905136672741537	-4.44075027022457	1
"GPR32"	-0.061194639794255	-3.70921117117354	1
"GPR32P1"	0.9543027938938	-4.43514178130276	1
"GPR33"	1.31710751774178	-4.4248572304326	1
"GPR34"	-0.987590020817822	-0.782524803919685	0.222935061954055
"GPR35"	-0.28581004616285	0.735156103057083	0.707040170998768
"GPR37"	4.29657806987813	2.36708833574356	2.18925924821507e-07
"GPR37L1"	1.83410260773562	1.47459756768992	0.0145396827530818
"GPR39"	4.9252271020932	1.40449227309014	9.61296144833028e-09
"GPR4"	2.63795703068754	0.843901581104954	0.000651763616464494
"GPR42"	-10.020910128807	0.58703385413936	2.25292081174068e-15
"GPR45"	4.60833585899358	-3.7012342296231	0.000314159209899699
"GPR50"	0	-4.48279114601977	1
"GPR52"	7.02400720956523	-2.17723832570092	3.42420623032928e-09
"GPR53P"	0	-4.48279114601977	1
"GPR55"	6.14926113528678	-2.13127213817334	2.36100861810214e-08
"GPR6"	-11.201526823148	1.74094933793882	2.98970335879312e-18
"GPR61"	-0.0695384219710444	-0.812047078359627	0.974696492131825
"GPR62"	8.1045806523207	-1.24217321929288	1.03040117121991e-11
"GPR63"	0.777079722270213	0.806295160612129	0.287727174168689
"GPR65"	1.85890268666808	-0.305613901981788	0.0140451218528706
"GPR68"	0.439891308942357	2.74284721757514	0.545428042082999
"GPR75"	1.66077090129076	1.2975318894129	0.0255287392566936
"GPR75-ASB3"	0.219289537239382	0.0706840743865195	0.780146477538324
"GPR78"	4.39035678498006	-3.37023358774798	0.000143199353931127
"GPR79"	5.28597399509208	-2.43583122130656	7.29545841821048e-07
"GPR82"	3.57832199140078	2.0036145121467	8.68414420415532e-06
"GPR83"	1.62735590921207	1.11394485044785	0.032105870516182
"GPR84"	-0.276312587957111	-2.47728830246507	0.877056280841817
"GPR85"	1.12636453691623	1.10118395625956	0.132638730462422
"GPR87"	-0.454239324858576	-3.03040934595268	0.650529234652672
"GPR88"	1.5072467331836	-4.18669261548613	0.388682577155602
"GPR89A"	-0.173000272131223	4.49456144670361	0.811818821551205
"GPR89B"	-0.566438895178733	3.81815397030895	0.436890858449113
"GPRASP1"	-3.24181609487366	4.85581604315755	4.11367731696817e-05
"GPRASP2"	-0.647216012661928	4.22164751129794	0.374613624760766
"GPRC5A"	5.16839077281124	5.95592889128846	2.21726096761872e-09
"GPRC5B"	-0.209675862061672	2.78023577810176	0.768938943182094
"GPRC5C"	-6.02010940133325	5.20438159108685	2.55245455070719e-11
"GPRC5D"	-0.59068104601445	-0.442382101204167	0.446376431749202
"GPRC6A"	-3.51533958623232	-3.48999267803745	0.00174711526083258
"GPRIN1"	-0.0416387207487538	4.12032263736474	0.953662207494884
"GPRIN2"	-4.60954606228708	-1.2200453933862	1.14316162332686e-06
"GPRIN3"	-4.20873840286321	4.15636054029971	3.91720983559342e-07
"GPS1"	0.02038432018238	6.61134669390915	0.977795157093172
"GPS2"	-2.33928696467348	6.39405631778232	0.00213043218643472
"GPS2P1"	-0.631343236711377	-1.07841002725204	0.398864476844614
"GPS2P2"	0.578922438916255	-3.63268440743665	0.454241379089635
"GPSM1"	-2.17033989893492	7.63055292937996	0.00413974771701116
"GPSM2"	1.98679746316012	3.95195094600942	0.00837165077603951
"GPSM3"	5.77616232211104	2.17943109674659	1.09262149146036e-10
"GPT"	0.483906892987666	-0.669406875142802	0.499417427242202
"GPT2"	0.753378506498405	4.18178966212292	0.301693795055724
"GPX1"	0.0810710441844367	7.60478656353025	0.911088243940102
"GPX1P1"	2.72537806839229	-0.151070799910615	0.000471145538302921
"GPX1P2"	3.12081753172393	-2.92164419780891	0.000606914309432252
"GPX2"	-6.16161579972884	6.23281917712915	1.07926879248079e-11
"GPX3"	-8.24318574586827	9.12543067826157	8.75245607946967e-17
"GPX4"	-2.33964002625089	8.52107646654748	0.00212615056616215
"GPX5"	-2.81203205348536	-3.90211047242482	0.098906764972368
"GPX6"	1.72633780139466	-3.47546155157164	0.0461008615480545
"GPX7"	-2.33987297360738	3.82063853022958	0.0021382369173578
"GPX8"	4.2122280884127	5.64792553101412	3.36460734703643e-07
"GRAMD1A"	-0.770414134179716	5.89431140667094	0.29114314795507
"GRAMD1B"	1.26596891266446	4.9442030189903	0.0859394980654142
"GRAMD1C"	-1.15353904925333	2.89984501876336	0.117373272022328
"GRAMD2"	0.626317338183281	-0.55238438025055	0.382358738129926
"GRAMD3"	0.634670102220668	5.40039415687658	0.383875124343503
"GRAMD4"	-1.73837313127596	4.48997913571451	0.0198301149357302
"GRAMD4P1"	0	-4.48279114601977	1
"GRAMD4P2"	1.06586092590795	-4.39578707494935	0.528900138183487
"GRAMD4P3"	2.586785595616	2.45308296432962	0.000782952886509744
"GRAMD4P4"	0	-4.48279114601977	1
"GRAMD4P5"	0	-4.48279114601977	1
"GRAMD4P6"	0	-4.48279114601977	1
"GRAMD4P7"	5.15066191324634	-0.584048106861011	1.41781898471535e-08
"GRAMD4P8"	4.86744061062676	-3.58237269143415	0.000125515618668788
"GRAP"	-4.46932874815244	-0.236722347136926	1.05992728468962e-07
"GRAP2"	-1.68937109084225	-1.50220986384322	0.0269167302662407
"GRAPL"	2.49242009986648	-2.43456925961562	0.00322791110505067
"GRASP"	-3.90080917727927	5.34899768991338	1.62125465921199e-06
"GRB10"	0.288095039200916	4.62305722346594	0.691813521316787
"GRB14"	-6.16018722401187	2.20961736936856	2.84054478771108e-11
"GRB2"	0.520780284089003	6.63524000471082	0.474309171026638
"GRB7"	-8.3252456525444	2.94309078208295	2.96290994049975e-16
"GREB1"	-1.58285963817578	3.19900513760602	0.0338595672382371
"GREB1L"	4.55694344542757	2.15478538529906	5.74769251608906e-08
"GREM1"	4.78445252160651	9.0878524146248	1.70818901475671e-08
"GREM2"	-0.685831089272785	4.71646533712834	0.347150402992087
"GRHL1"	-1.91482804578087	2.69386509815502	0.0111916922823303
"GRHL2"	-0.465172617095374	-0.638814119706713	0.559981146597959
"GRHL3"	0.332941455156031	-2.73539592032061	0.621123253404238
"GRHPR"	0.488175122589353	5.93745950368507	0.502406347427908
"GRIA1"	1.09405418910176	0.135252311958164	0.144306207120088
"GRIA2"	-11.7283407040106	4.16520274520182	5.91920094439483e-23
"GRIA3"	-1.22819181383425	5.02782766075122	0.0955507871599365
"GRIA4"	-2.28654236295315	3.23376881729909	0.00258606922050432
"GRID1"	0.87060061565568	-1.22230648989008	0.264868113607766
"GRID2"	2.08691711072729	-4.14943320778356	0.13702613556523
"GRID2IP"	-9.08397421752154	0.597064685709618	1.02579939321964e-14
"GRIFIN"	3.37104642688933	-4.09054500854903	0.0171704881833132
"GRIK1"	-2.66015404471996	0.440070512434006	0.000698063768771843
"GRIK2"	1.89462401364769	4.40846109839522	0.0115687630812982
"GRIK3"	-6.15815366029286	-0.359870222279058	7.57621863441115e-09
"GRIK4"	0.376647384051173	-2.27048722910072	0.665428867911326
"GRIK5"	-5.65761163952676	1.85434832871447	1.76473538869843e-10
"GRIN1"	-0.0610453204888883	-2.18114310489045	0.950807664777553
"GRIN2A"	-3.37348034465041	2.06154340775658	2.49546231602472e-05
"GRIN2B"	0.908013798859958	-1.12669144625025	0.209864971059958
"GRIN2C"	0.44417418009014	0.277080407947686	0.534873193087615
"GRIN2D"	-1.07437987476057	1.51160418254686	0.148419471071496
"GRIN3A"	1.79493812300412	0.089741387979945	0.0160627142957406
"GRIN3B"	-4.10436126123874	3.05371808538941	5.81369604678888e-07
"GRINA"	1.0031455850593	7.16025432635694	0.171214505903711
"GRIP1"	-2.13998012083679	-0.179892935867913	0.00594213759711207
"GRIP2"	-0.436031611729433	1.60928988622203	0.559025210505128
"GRIPAP1"	-0.561476504383929	5.45610970616872	0.440707728624211
"GRK1"	-1.5833089878564	-3.96845965381754	0.0855816940135323
"GRK2"	-0.377825438177696	5.71554032003357	0.60301128321701
"GRK3"	-2.7521968910044	4.55173599929605	0.000380055575241424
"GRK4"	-0.482008045689807	3.09423606040338	0.508748434589029
"GRK5"	4.00750927925143	4.12220329336954	9.61924853409539e-07
"GRK6"	0.459204545986127	4.49485189239896	0.527884125619104
"GRK6P1"	2.78383787908492	-1.92412275248137	0.00301242732264152
"GRK7"	0.955479976530627	-0.959480693210037	0.208119309624411
"GRM1"	-4.07995488692157	1.7144366048152	1.17095261193612e-06
"GRM2"	3.98179489154233	-0.944780747553284	1.60021599664497e-06
"GRM3"	-1.46071863084298	-3.02025398070241	0.0914050182428719
"GRM4"	-5.91262270506637	4.54566270243945	4.98896958929475e-11
"GRM5"	1.20572827263563	-2.68048533863554	0.111297331533567
"GRM6"	0.786572515101394	1.60288798528288	0.283442104090198
"GRM7"	0.172619591366018	-0.258352643603925	0.794032276610191
"GRM8"	-2.40355153485966	-3.54998565524426	0.00309740825992776
"GRN"	-0.672583110250324	8.44106573093707	0.356128664952458
"GRP"	-4.05485075597515	-0.101686644967657	1.68068932550452e-06
"GRPEL1"	-1.09063262333682	5.9360495718997	0.137361968095596
"GRPEL2"	0.412927073517489	4.24937718999686	0.56982232166539
"GRPEL2P1"	-1.47050851592318	-4.39943719495375	0.528900138183487
"GRPEL2P2"	0.597562828426632	-4.21895536438138	0.733924220248375
"GRPEL2P3"	-0.217067295921253	-4.42570468020639	1
"GRPR"	8.17497985811611	-1.14243609178475	6.91068830603329e-12
"GRSF1"	-0.543780601721553	6.96898690509359	0.454980829801751
"GRTP1"	0.278551440763899	1.20038382088707	0.698967976794297
"GRWD1"	0.851375940437792	5.27971960340849	0.244067146140341
"GRXCR1"	0.723914549050056	-4.46485676112456	1
"GRXCR2"	1.31710751774178	-4.4248572304326	1
"GS1-111G14.1"	0.723914549050056	-4.46485676112456	1
"GS1-114I9.3"	0.309617459906633	-2.55108593079562	0.674104675872281
"GS1-115G20.2"	6.4376950387673	-2.64165277960841	7.44305565037319e-08
"GS1-115M3.4"	0	-4.48279114601977	1
"GS1-124K5.10"	-0.780448469449159	-0.866462490246831	0.297644019212111
"GS1-124K5.12"	0.244756616978926	1.86155508236912	0.735746266113049
"GS1-124K5.2"	0.843911885911257	1.23249899081009	0.254649074674862
"GS1-124K5.7"	0	-4.48279114601977	1
"GS1-124K5.8"	-0.504719386593884	-4.36551947031416	1
"GS1-124K5.9"	-0.0559282831737206	-2.08878666567992	0.999999999999999
"GS1-164F24.1"	-4.35360113875301	-3.79329420554295	0.000674008456358065
"GS1-165B14.2"	0.455092988818193	-2.20669826529719	0.494195213229806
"GS1-184P14.2"	1.16897401668415	-1.97840992686256	0.121372184498881
"GS1-214D18.3"	1.00441503585286	-4.42153612936349	1
"GS1-21A4.2"	4.18113576554514	-3.90145711154766	0.00156564044710832
"GS1-257G1.1"	4.71631581982148	-3.66241529307346	0.000247305848089765
"GS1-259H13.13"	-2.6180492783609	0.0652130116611389	0.000762817703404618
"GS1-259H13.7"	5.70715970645911	-3.12224785714302	2.56758232662185e-06
"GS1-304P7.1"	2.05261217724611	-4.35191866638796	0.293350207275237
"GS1-304P7.2"	3.2073960697309	-4.16701624946106	0.0397345245221167
"GS1-309P15.3"	0	-4.48279114601977	1
"GS1-309P15.4"	2.3262835489192	-4.34604753267905	0.293350207275237
"GS1-345D13.1"	0	-4.48279114601977	1
"GS1-383H3.6"	1.10970759158261	-4.45185576376708	1
"GS1-388B5.1"	0	-4.48279114601977	1
"GS1-388B5.2"	0	-4.48279114601977	1
"GS1-388B5.3"	0	-4.48279114601977	1
"GS1-388B5.4"	1.13563391908604	-4.34909290939169	1
"GS1-388B5.5"	0	-4.48279114601977	1
"GS1-388B5.6"	0	-4.48279114601977	1
"GS1-388B5.8"	0	-4.48279114601977	1
"GS1-393G12.13"	3.49548374716433	-1.51857793692267	2.31831634347374e-05
"GS1-410F4.5"	0	-4.48279114601977	1
"GS1-44D20.1"	7.21610616596274	-1.97385799232079	1.24929753103492e-09
"GS1-466O4.2"	0	-4.48279114601977	1
"GS1-466O4.3"	0	-4.48279114601977	1
"GS1-466O4.5"	0	-4.48279114601977	1
"GS1-531I17.2"	4.20922535663624	-3.4652253755617	0.000287639102640166
"GS1-531I17.3"	2.93528210975145	-4.24769875657208	0.0626210561565035
"GS1-541M1.2"	0	-4.48279114601977	1
"GS1-542M4.3"	-0.861230389960359	-4.44861641455085	1
"GS1-54N10.1"	0	-4.48279114601977	1
"GS1-590J6.2"	1.1670512491068	-4.44722353689976	1
"GS1-594A7.5"	0.688069376820284	-4.46720666794392	1
"GS1-600G8.4"	0	-4.48279114601977	1
"GS1-69O6.1"	0	-4.48279114601977	1
"GSAP"	-1.74085566144859	3.79524306759683	0.0197262547929183
"GSC"	-6.0616465894116	-2.84975877791746	3.80815364226872e-07
"GSC2"	0.777758718420115	-4.35028059396073	1
"GSDMA"	2.83360017306233	1.22524205952939	0.000316698956693038
"GSDMB"	0.96240613081189	2.87081562428308	0.190275445802377
"GSDMC"	2.82895172292328	-0.341319651121112	0.000357396843899024
"GSDMD"	-1.04928242153491	4.90632785304962	0.152686471525071
"GSE1"	-0.344917784308697	6.3509793105565	0.635027662781535
"GSG1"	1.74917463637819	2.92745632524404	0.020019454099647
"GSG1L"	-1.42256619764556	0.0482391099213147	0.0641284164243646
"GSG1L2"	0	-4.48279114601977	1
"GSG2"	7.83121403149261	1.78179591571987	6.74967989846264e-15
"GSK3A"	1.70978084514163	5.29428149664628	0.0219126665241252
"GSK3B"	1.02292013661584	6.22447743627878	0.163013799674811
"GSKIP"	-0.424100723303469	4.91928198035809	0.559664287018681
"GSN"	-1.60625872060358	8.59314482326901	0.0307150031216913
"GSPT1"	1.01726123346941	6.96484046651286	0.165203444052888
"GSPT2"	-1.04225408443389	4.00108821432411	0.155417427529062
"GSR"	1.21394284221846	5.22608617503049	0.0990901718054595
"GSS"	0.100695040169739	5.63340640288217	0.889949034592589
"GSTA1"	-7.52530139805927	1.48568904928278	1.15233297249548e-12
"GSTA10P"	0	-4.48279114601977	1
"GSTA11P"	0	-4.48279114601977	1
"GSTA12P"	-3.00411578556708	-4.17846599923549	0.0258357229445292
"GSTA2"	-10.0198038756717	0.586090440117562	2.2708537968683e-15
"GSTA3"	0.260033107352018	-4.12502301178261	1
"GSTA4"	-2.09835803658665	4.53738041505073	0.00548018903967252
"GSTA5"	0	-4.48279114601977	1
"GSTA6P"	-2.32383704741493	-4.31740399811406	0.169473214051691
"GSTA7P"	-3.13621356584786	-4.17303427754834	0.0258357229445292
"GSTA8P"	1.52177132039149	-3.53448632212464	0.0632665430390797
"GSTA9P"	-1.4177667446579	-3.19028923980215	0.144299388866889
"GSTCD"	1.62459098411811	3.23909415913979	0.0290463900044837
