"logFC"	"logCPM"	"PValue"
"ABHD8"	-1.57840433540679	3.9561930895245	0.0335916873326886
"ABI1"	0.096185261613922	5.56442923567407	0.895090049709993
"ABI2"	-0.221088340300503	6.44485000412562	0.760777380693776
"ABI3"	9.12532429598799	1.14433685854125	4.53243171891853e-16
"ABI3BP"	2.03483821840647	3.28797929624674	0.00704258755804806
"ABL1"	1.9930402439491	6.06680769426862	0.00809904839986022
"ABL2"	2.23748437437856	6.73139881022866	0.00319747681236462
"ABLIM1"	-2.35178382383337	5.90036201705712	0.00203025050320758
"ABLIM2"	-8.07078311390595	2.96659517927769	3.81978337691264e-15
"ABLIM3"	7.0996611039399	5.76772017779064	5.44300084567307e-14
"ABO"	-1.32556293196373	2.55798648004439	0.0744596094567661
"ABR"	-0.0502229350236828	6.48554344706273	0.944797111589894
"ABRA"	0.898026341671507	-0.694394765408196	0.229610880378748
"ABRACL"	-1.48925602372418	5.13200220850187	0.0444682275193442
"ABT1"	-0.265698918046384	4.79500943797251	0.714719882238786
"ABT1P1"	3.53449733891652	-1.01573776535501	1.53791551359128e-05
"ABTB1"	-1.1370218163651	4.27898580433452	0.121969260618039
"ABTB2"	2.79021304949328	2.64037354718764	0.000348501837611145
"AC000041.10"	0	-4.48279114601977	1
"AC000041.8"	4.72654752663219	-3.65182795735513	0.000196018016152932
"AC000077.2"	-8.16202119618506	-1.2176805974023	7.31747666044319e-11
"AC000078.5"	7.25275976390971	-1.9692423090155	1.01461072708608e-09
"AC000081.2"	-1.31343832425211	-3.47353855417021	0.356405531197803
"AC000089.3"	4.05986416463544	-1.92124176130382	4.35236216924796e-06
"AC000095.12"	-4.20878407412604	1.63619569988617	6.87494103889977e-07
"AC000095.9"	-9.61756074033768	1.86268386682836	2.80381335478248e-17
"AC000111.4"	0	-4.48279114601977	1
"AC000111.5"	0	-4.48279114601977	1
"AC000362.1"	0	-4.48279114601977	1
"AC000367.1"	0.336647163706185	1.63481249651186	0.652356699262172
"AC000374.1"	0.671508727624031	-4.2668449591626	1
"AC002056.3"	2.25427815347196	-3.7373095408294	0.0313349239975149
"AC002069.5"	0.169719241244814	-3.7590416040388	1
"AC002069.6"	0	-4.48279114601977	1
"AC002075.3"	0	-4.48279114601977	1
"AC002075.4"	-1.02329347018872	-3.13981953777323	0.159632952066661
"AC002127.2"	0	-4.48279114601977	1
"AC002310.10"	2.01486191950786	-4.19517521211701	0.199940245962824
"AC002310.11"	-0.695574714959797	-0.884412006089372	0.3342909849856
"AC002310.13"	-2.06352009357883	-2.11556234085271	0.00835712512393003
"AC002310.17"	0.436821744588128	-3.00581801843913	0.522912146293522
"AC002314.4"	0.931975791493203	-4.4398947756949	1
"AC002366.3"	3.79059685565844	-3.98079827492453	0.00563430360116302
"AC002398.9"	-2.63300920013399	3.52883009675103	0.000624191376811859
"AC002400.1"	3.55800189893492	-0.482392123956059	1.04965596489079e-05
"AC002429.4"	-3.37001755303496	-4.11668299976974	0.0171704881833132
"AC002429.5"	0.255188314012953	0.625778168950497	0.721578946517783
"AC002486.2"	1.862674537435	-4.40490048529579	0.528900138183487
"AC002486.3"	1.06586092590795	-4.39578707494935	0.528900138183487
"AC002519.6"	3.36605938856446	-4.12545948016265	0.0171704881833132
"AC002523.1"	0	-4.48279114601977	1
"AC002542.2"	2.09610657852406	-4.32230539323086	0.293350207275237
"AC002543.2"	4.34472891327256	2.03902362078033	1.74373547763615e-07
"AC002553.4"	-0.0129100911213889	-1.57875706026972	0.955129119179647
"AC002984.2"	2.64931946033339	-3.84277374104836	0.0103849608497264
"AC002985.3"	1.06329077206373	-1.45330187382768	0.178241934863256
"AC003002.4"	4.16952223602693	-3.86371148753936	0.00156564044710832
"AC003002.6"	2.89479089221048	-1.93982446079287	0.000343811550142742
"AC003005.4"	0	-4.48279114601977	1
"AC003006.7"	6.92685753891262	-2.21956894230347	5.59816208973932e-09
"AC003045.1"	0	-4.48279114601977	1
"AC003080.4"	5.45361685101947	-3.27546821588634	8.13606547030482e-06
"AC003682.17"	0.684408647587713	-4.36116890947337	1
"AC003958.1"	0	-4.48279114601977	1
"AC003958.6"	0	-4.48279114601977	1
"AC003973.1"	-3.8022659102577	-3.99350427833874	0.00401166347703142
"AC003989.3"	-2.4469564657569	-3.18362255261259	0.0120741205042126
"AC003989.4"	5.81144851718126	-3.06191743134545	1.73218883359862e-06
"AC004004.2"	0	-4.48279114601977	1
"AC004006.2"	1.80929546515195	-4.31076250476641	0.169473214051691
"AC004019.10"	-2.81643762376577	-2.59654396480605	0.0025068514891323
"AC004022.7"	0	-4.48279114601977	1
"AC004022.8"	0	-4.48279114601977	1
"AC004057.1"	-1.26677659721833	6.56613614024806	0.0856069382479848
"AC004062.2"	0	-4.48279114601977	1
"AC004066.2"	-0.9965170482298	-4.11793598513536	0.283566006423633
"AC004069.1"	1.31876506960569	-4.42449648302257	1
"AC004074.4"	0	-4.48279114601977	1
"AC004076.7"	-1.30117746164002	0.800110756503494	0.0833840184950152
"AC004076.9"	-0.25073844131273	-2.08722027737514	0.760885290430744
"AC004129.7"	2.37727864793836	-4.29650741500769	0.169473214051691
"AC004129.9"	1.73104159580146	-4.12729793922581	0.283566006423633
"AC004158.1"	3.01945548633259	-2.87539410411184	0.000771710484096231
"AC004159.1"	-6.78046573863855	-0.566785259799835	8.3060334063499e-12
"AC004231.7"	10.8689661820177	1.40985222449872	2.13354973618397e-18
"AC004381.6"	-0.200892444156581	2.38909736611184	0.7847552070432
"AC004381.8"	1.55556185166088	-2.44947568579437	0.0457883134083757
"AC004383.3"	-0.0250805716324717	-3.87665479392532	1
"AC004386.3"	0	-4.48279114601977	1
"AC004386.4"	-0.458609267155243	-2.25892943757695	0.564576421830068
"AC004453.8"	2.75517907683354	-1.99281190981444	0.000702459326804092
"AC004461.4"	6.42513152138874	-2.63601236161312	8.12352826764507e-08
"AC004556.1"	3.46901711776659	2.97917351764213	1.74513807589151e-05
"AC004692.5"	5.72067164012593	-3.11708403193088	2.56758232662185e-06
"AC004754.3"	-5.14976569982367	1.79780004875218	2.80733974676965e-09
"AC004813.1"	1.38563676032506	3.50201430908293	0.0608874784140121
"AC004824.1"	-2.07034492596635	-1.79128317443327	0.0110300309872457
"AC004824.2"	-2.07034492596635	-1.79128317443327	0.0110300309872457
"AC004837.3"	0.525831693511635	-3.72905372693247	0.49071672051131
"AC004840.8"	5.55230540761202	-3.22735439882814	5.17806766410577e-06
"AC004854.5"	-3.21028649355059	-3.18066498944448	0.00137610442274872
"AC004866.1"	0	-4.48279114601977	1
"AC004866.3"	0	-4.48279114601977	1
"AC004870.5"	2.29162352103686	-4.31971653886282	0.169473214051691
"AC004893.10"	6.54100261787158	-1.42532292330528	2.92960495046528e-10
"AC004899.3"	-0.180268517524712	-4.38839166386956	1
"AC004911.2"	1.43726932245215	-4.43444317723599	1
"AC004920.2"	0	-4.48279114601977	1
"AC004938.5"	-0.852916797122982	-3.79715999933511	0.419496069923695
"AC004941.5"	0	-4.48279114601977	1
"AC004945.1"	0.503007605095421	-0.981468101557776	0.482641788701775
"AC004951.5"	1.9728571991431	-0.595924611864434	0.00894116568125931
"AC004953.1"	1.54902095437518	-1.30253036232313	0.044068695594801
"AC004967.7"	-2.11287589026332	2.16052830079893	0.00531019919865481
"AC004980.10"	4.15354037049024	-0.740212539869302	6.93566220668241e-07
"AC004980.7"	0.439956992552708	3.22794341175493	0.544429736972283
"AC004980.8"	2.04788149852937	-4.37445941147868	0.528900138183487
"AC004980.9"	-2.38425768086065	0.434903748741941	0.00210496107418986
"AC004985.12"	0.714015931426014	0.166265633413258	0.330470422839962
"AC004987.10"	0.820466194843349	-4.38347286618868	1
"AC004987.9"	1.10693160163361	-4.10620642706634	0.59891571861954
"AC005008.3"	0	-4.48279114601977	1
"AC005014.5"	5.32491646012828	-2.79523094448838	1.73177697171352e-06
"AC005017.2"	-0.762669901541082	-3.98757856796493	0.271609007073909
"AC005019.2"	1.69564485946219	-4.14770006322481	0.388682577155602
"AC005033.6"	0.329467450868488	-4.41745366487462	1
"AC005034.2"	0	-4.48279114601977	1
"AC005040.3"	0	-4.48279114601977	1
"AC005041.11"	1.02378093834712	-4.4147975608798	1
"AC005042.1"	0	-4.48279114601977	1
"AC005042.2"	7.00830877108276	-2.18624334706387	3.86132202522096e-09
"AC005042.3"	0	-4.48279114601977	1
"AC005077.14"	-1.97027193006695	0.415536748803771	0.00862425155261306
"AC005077.5"	1.19612978297158	-4.31748963909178	0.664981186945874
"AC005077.7"	2.49179280820694	-4.10633044642505	0.0951576010342571
"AC005077.8"	5.19318709188582	-3.42135225386515	2.60476077401141e-05
"AC005086.1"	-1.30319671143176	-1.59543686527309	0.120279973799722
"AC005086.2"	-0.0452605548773683	-1.69185699354907	0.983647366345089
"AC005086.3"	-1.78475403068801	-1.32712805766619	0.0243357435524779
"AC005094.2"	1.29578792688928	-4.34350139458383	0.664981186945874
"AC005102.1"	-1.20748254276495	-3.66320695122045	0.172816448418947
"AC005105.2"	0.688069376820284	-4.46720666794392	1
"AC005154.7"	-0.139057408202862	1.35694660520133	0.860931553648486
"AC005154.8"	5.11209866694319	-3.46160848546239	3.75416452488153e-05
"AC005176.1"	0	-4.48279114601977	1
"AC005176.2"	2.54285821799832	-0.241153147688015	0.000970433967893358
"AC005176.3"	0	-4.48279114601977	1
"AC005178.1"	-2.51673313291605	-4.29030840097076	0.101432689670502
"AC005189.6"	-0.655889197059633	-3.37792710543735	0.645983563344882
"AC005229.5"	0.0576026298996115	-4.30409743849457	1
"AC005229.7"	-0.635831775617981	-4.25964148617812	0.664981186945874
"AC005237.2"	1.67136044641992	-4.36217358728178	0.293350207275237
"AC005251.3"	5.4917734659596	-2.61374884994593	6.32418102666676e-07
"AC005255.3"	-1.4794890986339	-4.30504182213671	0.169473214051691
"AC005255.5"	0	-4.48279114601977	1
"AC005255.6"	0	-4.48279114601977	1
"AC005262.4"	1.04889796579099	-4.18971700406801	0.534367385434656
"AC005281.1"	0.904854738185872	0.460642013114949	0.233673436615086
"AC005300.5"	-4.1746468834602	-2.21625666201375	4.86869512063835e-05
"AC005307.3"	5.92538205066196	-2.98744080953489	9.35165686013096e-07
"AC005336.4"	0.688069376820284	-4.46720666794392	1
"AC005336.5"	1.99596933460471	-4.38066837278201	0.293350207275237
"AC005351.1"	4.5708375744266	-3.70992686570963	0.000314159209899699
"AC005357.1"	0	-4.48279114601977	1
"AC005363.9"	2.46097684327495	-1.42389310283281	0.00149356601591567
"AC005477.1"	-1.60098946069136	-3.95482602515111	0.561601731877532
"AC005480.1"	2.60812675025891	-2.28014036419727	0.00165273129837977
"AC005488.11"	5.88761164857168	-3.01336711880785	1.19001219828337e-06
"AC005517.3"	0.828415917702639	-1.15146116955082	0.273000002038648
"AC005522.6"	0.316654881420418	-4.21712853162478	1
"AC005534.6"	2.03570133980049	-3.27858875324598	0.0228453235281473
"AC005539.2"	0.688069376820284	-4.46720666794392	1
"AC005559.3"	1.1670512491068	-4.44722353689976	1
"AC005588.2"	-2.86436799234876	-4.22946412597581	0.0626210561565035
"AC005609.2"	0	-4.48279114601977	1
"AC005626.3"	0	-4.48279114601977	1
"AC005682.6"	4.23927915234567	-1.05342614679545	5.86428531702351e-07
"AC005722.4"	3.76269882990824	-4.03639099963431	0.00563430360116302
"AC005730.2"	0	-4.48279114601977	1
"AC005740.3"	-5.70409497802351	-2.00455301578687	1.28296691135298e-08
"AC005740.4"	-0.0316929430943507	-4.33570377468121	1
"AC005741.2"	0	-4.48279114601977	1
"AC005752.10"	0.848263663970458	-0.792579004556507	0.249187119604559
"AC005758.1"	-5.70827218070408	-3.08288186545411	2.56758232662185e-06
"AC005776.1"	0.141606913000245	-2.26103033981447	0.772419967823402
"AC005777.3"	0	-4.48279114601977	1
"AC005779.2"	1.54680510055719	-3.60450406233784	0.271398714375382
"AC005786.3"	-3.90971353912847	-3.95682767732618	0.00289576219638392
"AC005794.1"	0	-4.48279114601977	1
"AC005795.1"	3.69273406695794	-2.82489645905315	0.0010318597087109
"AC005822.1"	1.83905738890011	-2.68106398045857	0.128277469075956
"AC005838.2"	-1.21237513741196	-3.28588276518072	0.196846648742411
"AC005943.2"	8.61735376034141	2.16643751331323	9.3165276537687e-17
"AC006011.4"	-1.18351313161031	0.204394336375128	0.112121243117627
"AC006014.7"	0.113873107350618	-1.32424200642923	0.851509999629913
"AC006014.8"	1.20905597686718	-0.818239605667981	0.10334046573462
"AC006022.4"	0	-4.48279114601977	1
"AC006026.1"	-0.388534309860312	-2.91993900059201	0.816751227419719
"AC006026.12"	0	-4.48279114601977	1
"AC006026.9"	4.03002370008951	-3.90107067067435	0.00211684797227195
"AC006028.11"	5.16981575240526	-2.5010328985726	1.05312203839152e-06
"AC006033.22"	-5.59113711649121	-2.36516756824818	1.23405437311488e-07
"AC006042.8"	1.93993758673238	0.326242464799798	0.0099205291222645
"AC006070.12"	0	-4.48279114601977	1
"AC006077.4"	7.79294927830238	-1.53119085382375	5.74940217426936e-11
"AC006115.6"	0	-4.48279114601977	1
"AC006116.13"	-0.392345793727208	-2.43252534169933	0.765628146597724
"AC006116.14"	-2.49317618687996	-3.93923232529075	0.0185183801254491
"AC006116.20"	-0.578792542630571	0.365929332868884	0.438567271678176
"AC006116.22"	5.48528968521958	-3.25916901497245	6.97879296863984e-06
"AC006116.27"	-0.37113255013877	-0.131832801817002	0.587822826576639
"AC006130.4"	0	-4.48279114601977	1
"AC006133.3"	0	-4.48279114601977	1
"AC006133.7"	0	-4.48279114601977	1
"AC006153.3"	-4.65503926674452	-3.00214338861501	9.77328060859389e-06
"AC006160.8"	0	-4.48279114601977	1
"AC006195.2"	4.82755021967517	-2.99340919768101	0.000117457374835843
"AC006262.11"	0	-4.48279114601977	1
"AC006326.3"	0.688069376820284	-4.46720666794392	1
"AC006328.1"	0.723914549050056	-4.46485676112456	1
"AC006328.9"	0	-4.48279114601977	1
"AC006335.10"	0	-4.48279114601977	1
"AC006335.11"	2.47773684227804	-2.02349571064514	0.00730592782251445
"AC006335.2"	1.00441503585286	-4.42153612936349	1
"AC006335.6"	0	-4.48279114601977	1
"AC006355.3"	2.4813391579061	-1.63057820298756	0.00165653154214398
"AC006366.3"	0	-4.48279114601977	1
"AC006386.1"	1.59346745314435	-3.03324746404902	0.0562994419178721
"AC006390.4"	0	-4.48279114601977	1
"AC006427.2"	0.996353776831403	-4.42406140930115	1
"AC006445.1"	0	-4.48279114601977	1
"AC006445.6"	2.14517843723769	-4.18459082608897	0.13702613556523
"AC006445.7"	-0.373381262220777	-4.20548012459067	0.733924220248375
"AC006449.1"	1.87626566322234	-2.75948116817633	0.093330687065654
"AC006449.2"	1.87626566322234	-2.75948116817633	0.093330687065654
"AC006461.2"	5.33286060165211	-3.35138540091087	1.31282671615585e-05
"AC006466.5"	0	-4.48279114601977	1
"AC006483.5"	2.47955114523241	-4.06084179356257	0.0669523682638554
"AC006486.9"	5.81025947695698	-0.986986146491742	1.23788161373444e-09
"AC006499.1"	3.48913607669985	-4.05336635641151	0.0116391681743641
"AC006499.2"	1.67136044641992	-4.36217358728178	0.293350207275237
"AC006499.3"	1.00441503585286	-4.42153612936349	1
"AC006499.4"	1.01888304425752	-4.4165993606255	1
"AC006499.5"	1.67136044641992	-4.36217358728178	0.293350207275237
"AC006499.6"	0	-4.48279114601977	1
"AC006499.7"	0.931975791493203	-4.4398947756949	1
"AC006499.9"	0	-4.48279114601977	1
"AC006509.4"	1.1670512491068	-4.44722353689976	1
"AC006509.7"	-1.43719556350262	2.1249030181012	0.0541858660378965
"AC006538.4"	7.79522237391996	-1.50153227383638	5.74940217426936e-11
"AC006539.2"	5.09681214093275	-2.95043411453997	5.4657445121241e-06
"AC006539.3"	5.13210807022016	-1.61433269936264	4.48042030870891e-08
"AC006539.6"	-1.03610797894721	-4.39491994214146	0.528900138183487
"AC006548.19"	-2.04313492958043	-3.99999199038536	0.114198998347734
"AC006548.26"	0	-4.48279114601977	1
"AC006946.12"	5.05875667814747	-2.07958642576271	2.5974478668039e-07
"AC006960.5"	0	-4.48279114601977	1
"AC006978.6"	-3.69364303507698	3.24712714360104	4.8532916095325e-06
"AC006987.4"	3.1389392866585	-2.30028093137794	0.000229058119626076
"AC006987.5"	-0.0229806411455652	-4.27649405954201	1
"AC006987.6"	3.79533494331462	-3.64436110570135	0.00142692598263694
"AC006989.2"	-1.37629627690373	-4.41724574498827	1
"AC006994.1"	0.814621286845878	-2.92404255056666	0.309940407358497
"AC006994.3"	0	-4.48279114601977	1
"AC007000.10"	1.76560036571363	-2.37981639481146	0.0230410201643742
"AC007016.3"	-1.87454318928161	-2.39375503259018	0.0142530302042622
"AC007040.11"	2.30075361471228	1.35607086135843	0.00261587359852241
"AC007041.2"	-0.0358085247952321	-2.24325253182394	0.974398560968316
"AC007064.22"	0	-4.48279114601977	1
"AC007064.25"	0.9543027938938	-4.43514178130276	1
"AC007064.29"	0	-4.48279114601977	1
"AC007115.3"	0	-4.48279114601977	1
"AC007136.1"	0	-4.48279114601977	1
"AC007163.1"	2.15773781296561	-0.487689992885625	0.00428767421493804
"AC007192.4"	11.9940774505714	2.52418936371679	3.79799701542118e-21
"AC007204.3"	0	-4.48279114601977	1
"AC007228.8"	-4.30465593190286	-2.97543997555478	3.95149180066295e-05
"AC007229.3"	1.08003005259765	-3.45500456973369	0.256186811445565
"AC007237.2"	2.51796644357525	-3.88828486510647	0.0377097647235261
"AC007238.1"	1.65511091116532	-3.84638420997427	0.0777812045190506
"AC007253.1"	0.677394176099759	-4.14179821453024	0.77717539923308
"AC007256.5"	5.45098898718179	0.399279672040305	1.54752808026121e-09
"AC007272.3"	5.74021135128452	-3.11003833544242	2.24711193979553e-06
"AC007274.2"	0	-4.48279114601977	1
"AC007274.5"	0	-4.48279114601977	1
"AC007279.2"	6.01804311136856	-0.164302371170163	2.3095334491655e-10
"AC007283.4"	1.49798301554983	-4.01821381544689	0.153551500529278
"AC007312.3"	3.5843267211826	-4.02157086413486	0.00803227332686887
"AC007318.5"	2.05181948752661	-0.828829852107845	0.00699597486241652
"AC007322.1"	0	-4.48279114601977	1
"AC007322.3"	0	-4.48279114601977	1
"AC007322.5"	0	-4.48279114601977	1
"AC007322.7"	0	-4.48279114601977	1
"AC007325.1"	2.09925400321019	-1.26131420515596	0.00876327596553272
"AC007325.2"	-5.73745181315314	0.387413468948168	3.99793702566635e-10
