,Unnamed: 0.1,id_folder,dict_additive_factor,dict_multiplication_factor,average_statistic,average_p_value,mean_synergy,mean_not_synergy,dif_mean,description
10,10,10,"{'logFC': 1, 'betweenness': 1, 'pagerank': 1, 'closeness': 1, 'katz': 1, 'eigenvector': 1, 'eigentrust': 1}","{'logFC': 5.798487564757154, 'betweenness': 2.5284737760811202, 'pagerank': 7.226894025554261, 'closeness': 8.903282530864718, 'katz': 9.621005771354518, 'eigenvector': 4.78996862504547, 'eigentrust': 1.8851215044974508}",0.03143602707330998,1.935150590545952e-09,0.7835081862650778,0.7883444092515826,0.004836222986504768,bayes_7_metrics_alpha_00001
11,11,11,"{'logFC': 1, 'betweenness': 1, 'pagerank': 1, 'closeness': 1, 'katz': 1, 'eigenvector': 1, 'eigentrust': 1}","{'logFC': 9.899749800158453, 'betweenness': 3.8396406790545665, 'pagerank': 7.733490889418555, 'closeness': 7.178508349134253, 'katz': 7.751298834504707, 'eigenvector': 1.1645944960977261, 'eigentrust': 8.511631047076357}",0.041398244040338136,1.1928155799202984e-17,0.7683426065998812,0.7749122671823552,0.006569660582473991,bayes_7_metrics_alpha_00001
12,12,12,"{'logFC': 1, 'betweenness': 1, 'pagerank': 1, 'closeness': 1, 'katz': 1, 'eigenvector': 1, 'eigentrust': 1}","{'logFC': 3.6425273353631153, 'betweenness': 3.5239959285796467, 'pagerank': 3.5899780472771385, 'closeness': 8.103513956063397, 'katz': 9.17735952783786, 'eigenvector': 5.0310417355831465, 'eigentrust': 1.9290340591987782}",0.03346108891244665,2.8410959527243446e-11,0.7938074234304623,0.7988287997263002,0.005021376295837876,bayes_7_metrics_alpha_00001
13,13,13,"{'logFC': 1, 'betweenness': 1, 'pagerank': 1, 'closeness': 1, 'katz': 1, 'eigenvector': 1, 'eigentrust': 1}","{'logFC': 5.424158433523044, 'betweenness': 2.170257149064499, 'pagerank': 1.4802629060537233, 'closeness': 1.1743026208326737, 'katz': 3.389919934350036, 'eigenvector': 2.9046530440005314, 'eigentrust': 7.109519796459018}",0.041017695506809115,6.530637704425971e-15,0.839491375802055,0.843266395533821,0.0037750197317659717,bayes_7_metrics_alpha_00001
14,14,14,"{'logFC': 1, 'betweenness': 1, 'pagerank': 1, 'closeness': 1, 'katz': 1, 'eigenvector': 1, 'eigentrust': 1}","{'logFC': 4.726503890376115, 'betweenness': 6.167058449428118, 'pagerank': 7.249601419549706, 'closeness': 2.3205571741522912, 'katz': 1.9210098594504326, 'eigenvector': 7.297825240188381, 'eigentrust': 6.303749832129558}",0.031204979749381582,2.171031781716308e-09,0.7882170915716086,0.7939000085972497,0.0056829170256411645,bayes_7_metrics_alpha_00001
15,15,15,"{'logFC': 1, 'betweenness': 1, 'pagerank': 1, 'closeness': 1, 'katz': 1, 'eigenvector': 1, 'eigentrust': 1}","{'logFC': 9.50135280391732, 'betweenness': 4.727613425742124, 'pagerank': 6.278995364517936, 'closeness': 1.4495811305147845, 'katz': 5.634002008524777, 'eigenvector': 6.974151806978099, 'eigentrust': 5.823067653239605}",0.029179917910244883,1.3578524819749588e-08,0.7840568726087662,0.7893803929958215,0.005323520387055303,bayes_7_metrics_alpha_00001
16,16,16,"{'logFC': 1, 'betweenness': 1, 'pagerank': 1, 'closeness': 1, 'katz': 1, 'eigenvector': 1, 'eigentrust': 1}","{'logFC': 2.488187774052395, 'betweenness': 9.130617237590952, 'pagerank': 9.347577223564304, 'closeness': 2.2372723373161376, 'katz': 4.579091532869802, 'eigenvector': 8.266521598385715, 'eigentrust': 2.253487125256827}",0.03233303433091413,1.1567345531494455e-09,0.7840988903539867,0.7903214825952719,0.006222592241285185,bayes_7_metrics_alpha_00001
17,17,17,"{'logFC': 1, 'betweenness': 1, 'pagerank': 1, 'closeness': 1, 'katz': 1, 'eigenvector': 1, 'eigentrust': 1}","{'logFC': 7.758481906246034, 'betweenness': 4.129892737709559, 'pagerank': 4.140085077800583, 'closeness': 7.7573089282254, 'katz': 6.61304986350048, 'eigenvector': 8.949754820852288, 'eigentrust': 7.533981868154063}",0.02710049199488977,4.110588175926485e-07,0.7764484535176944,0.7816405451152975,0.005192091597603032,bayes_7_metrics_alpha_00001
18,18,18,"{'logFC': 1, 'betweenness': 1, 'pagerank': 1, 'closeness': 1, 'katz': 1, 'eigenvector': 1, 'eigentrust': 1}","{'logFC': 6.595261481882096, 'betweenness': 3.429351025885235, 'pagerank': 2.032713756580377, 'closeness': 9.062975963764602, 'katz': 6.970973480366033, 'eigenvector': 9.68356042433547, 'eigentrust': 4.852820708841654}",0.027929544157220976,1.2023268969651318e-07,0.7873408049822727,0.7919166006073366,0.004575795625063939,bayes_7_metrics_alpha_00001
19,19,19,"{'logFC': 1, 'betweenness': 1, 'pagerank': 1, 'closeness': 1, 'katz': 1, 'eigenvector': 1, 'eigentrust': 1}","{'logFC': 9.130415685060283, 'betweenness': 9.54540332836364, 'pagerank': 6.163115380050573, 'closeness': 5.0492092013194645, 'katz': 3.1332428221872495, 'eigenvector': 4.673231224851531, 'eigentrust': 6.205506529484186}",0.03238739840713257,1.7877470150161118e-11,0.7713756822472331,0.7777584134049789,0.00638273115774579,bayes_7_metrics_alpha_00001
