,logFC,betweenness,pagerank,closeness,katz,eigenvector,eigentrust
PSG6,9.009031176965859,0.0,0.00027606558590027625,0.1902217905131941,0.019859665013766608,6.510754971424183e-07,4.796957557461302e-05
RP11-631M21.7,9.007224494034698,,,,,,
RP11-443P15.2,8.99579684741498,,,,,,
RP1-224A6.8,8.98856976015176,,,,,,
CAV3,8.98335091610763,0.00668696247101524,0.0022348574594409005,0.31816950988356346,0.025015990762818886,0.0015612231372872235,0.0004992088034374982
HNRNPRP1,8.96308442681586,,,,,,
TRPC3,8.95074865637126,0.0001926890020336654,0.0007747585633800257,0.27005286141116985,0.021760125922633947,0.0003677645315189843,0.00047644358113090225
COL4A5,8.94324158550822,0.00019748504561479282,0.0006953819671848058,0.3040890269151139,0.022766420792728087,0.0009727788619726431,0.00041253834994167183
RP3-509L4.3,8.93366587116238,,,,,,
RP11-775J23.2,8.93251719930085,,,,,,
ADH5P3,8.922592143437509,,,,,,
MBOAT1,8.87328801652626,0.0,0.000746993351759169,1.0,0.019848947932068987,6.266939989193769e-65,0.0005
BNIP3P8,8.870758287253858,,,,,,
OSR1,8.85850011766217,3.1766690480456754e-05,0.0002452147733065312,0.25312365359758726,0.020141559614692522,0.0003451061916978934,2.6342614383346796e-05
RP11-556O9.4,8.8528476677942,,,,,,
NTF4,8.84838948511622,1.7134788287998864e-05,0.00042134835393247555,0.2792964107439981,0.0209501342340691,0.00040394933388550574,0.00029041919313986054
TEK,8.83341227037474,0.001834945148874195,0.0015994415441686768,0.3310791772330234,0.025940304850304012,0.0040662754616470455,0.0007065349351582834
RP11-201O14.1,8.827065949763131,,,,,,
CHRM2,8.80345596966375,0.0,0.00023761173586750927,0.2230024672613399,0.02014105196635536,1.774208200785651e-05,0.00011122437184079769
RP11-317B17.4,8.80219228381026,,,,,,
HOXD3,8.78263464479012,1.2965430304134227e-05,0.00046165544243630975,0.2394538414509884,0.021340181445357227,0.00040810221770991897,0.0002333435286426089
RP11-123C21.3,8.75900131106576,,,,,,
RP11-114M5.1,8.752883579325369,,,,,,
RBM24,8.75242691741112,0.00117476155495165,0.0004613342036007761,0.22132228291580336,0.020062836271031607,1.2932011389304194e-05,1.83747865760382e-05
RPL7AP10,8.74704031507445,,,,,,
HNRNPA3P6,8.74020080396981,,,,,,
HMGB1P7,8.7295598020979,,,,,,
RP11-136F16.2,8.71188692168426,,,,,,
RP11-475E11.2,8.711474874200151,,,,,,
TBX18,8.707122587091732,4.800473127962614e-05,0.0005822295121986129,0.2794957183634634,0.021943581206483553,0.0008030812627318999,0.00015773046883855803
RAD51AP1P1,8.69929357404387,,,,,,
NCAPH,8.689540237902289,1.4300034840704544e-05,0.0005602459623354862,0.29360319840079957,0.02502858295993595,0.028659898676405757,0.0009250810693016039
AC069368.3,8.68942433755042,0.0,0.00011204900276387542,,0.019650458452748296,0.0,0.0
RP11-100G15.12,8.66478499118996,,,,,,
RIMKLBP1,8.66311657907164,,,,,,
RP11-117N2.2,8.6567752263595,,,,,,
BDNF,8.64223943054138,0.0006269013180769579,0.0010735753490269436,0.2991344195519348,0.022985468893376576,0.000873676401595378,0.000661329708006614
COL12A1,8.62909993658113,0.0002265971961394048,0.0009811155983927768,0.27705729780712096,0.023383556777740535,0.0004958482448093144,0.000200821782490329
AC005943.2,8.61735376034141,,,,,,
RP11-39E3.4,8.60857122841506,,,,,,
RP11-288K12.1,8.577160347755349,,,,,,
RP11-212D19.5,8.56724402780039,,,,,,
AC068491.3,8.55793526196022,,,,,,
CTC-527H23.1,8.53695476716703,,,,,,
PRMT1P1,8.52791514844966,,,,,,
RP11-272L13.4,8.52086911585761,,,,,,
ENO1P4,8.514443395988389,,,,,,
MKX,8.50818074298175,4.650320426188903e-05,0.0005750932635107563,0.2686328303612254,0.02180697050822574,0.0005307717315524698,0.0003151357202155931
GPR179,8.50704140244817,0.0,0.00011204900276387542,,0.019650458452748296,0.0,0.0
RPS16P9,8.5022472888186,,,,,,
BUB1,8.50007358699296,0.0011970520537133288,0.0022330670213040115,0.3319209039548023,0.045019600028508744,0.13513682804580784,0.0028106919112107984
KCNQ5,8.496030742030701,3.4880053278837754e-05,0.00023376092109652396,0.27976190476190477,0.02022226691949739,0.00043173537226702026,5.5286968458876e-05
MYO7B,8.49377640340006,0.00010316330310256055,0.00036172955686495506,0.3010504739943633,0.0208566331981484,0.0013500446825107858,0.00012992437587835864
ADAMTS3,8.479849603558,9.900497651169251e-05,0.0006145572755696581,0.2665003402132003,0.021908870074068783,0.00037016983417006576,9.28495852647594e-05
SHOX2,8.47893055625851,0.00010757203192992471,0.0007043998193806105,0.27524010306863433,0.022648941225180096,0.0007831397490651577,0.00024212440010372457
HRCT1,8.46507409671369,0.0,0.00011204900276387542,,0.019650458452748296,0.0,0.0
RPS20P31,8.44826764926046,,,,,,
SEMA3A,8.44671308890006,0.0002748051871969914,0.0007888412072170498,0.3106821787414067,0.022895085645714058,0.0016534557666143456,0.00021854613414332166
EPGN,8.42693992444638,0.0,0.00016830201264149078,0.2947078003511412,0.02017196226013743,0.0009920239344983301,0.0001300869846091201
AP004290.1,8.4026812663394,,,,,,
TAS2R3,8.402200141671731,0.0,0.00011204900276387542,,0.019650458452748296,0.0,0.0
NFE2,8.39626095442155,0.0011761425385290192,0.0005250686405534236,0.28869778869778867,0.02080643659952221,0.002213942135001349,0.00022114787383550373
TDGF1P6,8.39366640142396,,,,,,
EEF1A1P32,8.39306269846854,,,,,,
RP11-536L3.4,8.386502130228111,,,,,,
LPAR1,8.37038540526059,0.003196724638986233,0.0013938602636659385,0.31341691117631365,0.024383930734053278,0.0013434926620741487,0.0002988748471394534
RP11-74D7.1,8.35881616896734,,,,,,
CTD-2319I12.10,8.35278524243843,,,,,,
RNF112,8.34760422120916,0.0,0.00011204900276387542,,0.019650458452748296,0.0,0.0
RPLP1P13,8.344992118865,,,,,,
MME,8.344062121111929,0.0,0.00011204900276387542,,0.019650458452748296,0.0,0.0
RP11-551G24.2,8.331500331027959,,,,,,
TNFSF18,8.33148761806269,0.0,0.00011204900276387542,,0.019650458452748296,0.0,0.0
PITX2,8.327582881696591,0.00030926878102596886,0.0010910169938633362,0.3026010816379089,0.0245284615566879,0.003322431686132285,0.0003992044340192369
OTUD4P1,8.31390968197618,,,,,,
TFAP2A,8.30870232382532,0.00039992957959027295,0.0009330674184065166,0.31662624629479924,0.024261298722567083,0.006664784926989113,0.0004014809562498964
MESTP1,8.306799646864459,,,,,,
RTEL1P1,8.306149176220071,,,,,,
